DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2018년 10월 5주,96,관악구,0.77,21.01,21.87,0.62,14.76,14.02,0.71,0.64,0.8,51.69,60,55.41,14.4,13.53,12.51,0.09,0.02,0.18,14.97,15.06,17.96,55.13,47.8,34.53,0.1,55.7,45.82,0.5,16.4,27273
2018년 11월 1주,97,관악구,0.81,22.56,22.02,0.55,10.84,13.24,0.49,0.7,0.64,40.83,62.42,40.28,13.05,14.38,13.03,-0.06,0.15,0.09,8.77,14.5,15.2,50.31,53.89,34.35,0.06,47.84,46.18,0.47,16.51,24087
2018년 11월 2주,98,관악구,0.78,21.74,21.86,0.55,12.2,13.16,0.44,0.58,0.84,16,43.57,42.86,11.82,14.74,15.68,-0.11,0.03,0.29,9.11,11.53,17.44,38.95,55.83,43.71,0.07,34.14,46.16,0.47,16.98,26747
2018년 11월 3주,99,관악구,0.89,25.37,22.67,0.58,12.78,12.65,0.6,0.64,0.91,37,65.05,70.83,11.26,14.18,17.41,0.02,0.06,0.33,12.21,15.64,19.06,36.38,57.76,52.34,0.14,57.63,48.83,0.54,17.57,28869
2018년 11월 4주,100,관악구,0.85,24.73,23.6,0.69,15.4,12.81,0.66,0.83,0.74,36.21,48.48,42.16,10.78,14.58,16.74,-0.03,0.14,0.05,13.04,16.67,15.27,32.51,54.88,49.03,0.05,42.28,45.47,0.53,17.67,25369
2018년 12월 1주,101,관악구,0.86,25.48,24.33,0.68,13.85,13.56,0.83,1.03,0.69,71.15,94.44,35.48,12.66,16.49,16.54,0.15,0.35,0.01,16.27,22.12,14.38,40.09,62.89,47.83,0.17,67.03,50.27,0.57,18.83,25926
2018년 12월 2주,102,관악구,0.79,21.17,24.19,0.56,10.94,13.24,0.58,0.84,0.78,32.03,57.14,53.27,12.73,17.92,15.7,0.02,0.28,0.22,9.4,17.23,14.1,44.1,66.28,50.43,0.17,47.48,53.6,0.51,18.91,27405
2018년 12월 3주,103,관악구,0.72,18.31,22.42,0.63,12.31,13.13,0.77,0.57,0.56,45.54,18.89,23.15,13.47,16.68,13.5,0.14,-0.06,-0.07,15.18,10.69,10.26,46.23,54.74,38.51,0,29.19,46.49,0.45,17.52,28151
2018년 12월 4주,104,관악구,0.81,21.77,21.68,0.61,13.01,12.53,0.86,0.45,0.73,79.73,21.13,52.87,14.5,14.5,13.73,0.25,-0.16,0.12,17.15,7.97,16.18,57.11,47.9,41.19,0.07,51.25,48.74,0.5,17.26,28159
2018년 12월 5주,105,관악구,0.89,23.92,21.29,0.53,10.3,11.64,0.62,0.88,0.74,66.67,70.21,70,13.38,13.12,13.69,0.09,0.35,0.21,11.78,16.6,14.23,55.99,41.84,49.82,0.22,68.96,49.22,0.55,16.83,28895
2019년 1월 1주,106,관악구,0.85,23.81,21.95,0.58,12.2,11.96,0.51,0.45,0.35,64.95,34.74,28.04,13.43,11.18,11.57,-0.07,-0.13,-0.23,9.59,9.44,5.62,64.22,36.24,43.51,-0.14,42.57,47.99,0.43,16.21,25281
2019년 1월 2주,107,관악구,0.81,21.77,22.82,0.71,15.24,12.69,0.69,1.05,0.75,51.61,56.28,51.74,13.04,13.47,13.17,-0.02,0.34,0.04,13.65,19.88,16.67,65.74,45.59,50.66,0.12,53.21,54,0.55,17.4,26189
2019년 1월 3주,108,관악구,0.82,22.49,23,0.59,11.57,12.33,0.59,0.87,0.74,42.14,42.5,65.38,11.06,15.35,13.36,0,0.28,0.15,9.2,15.47,16.94,56.34,50.93,53.79,0.14,50.01,53.69,0.52,17.61,26142
2019년 1월 4주,109,관악구,0.79,21.66,22.43,0.61,11.78,12.7,0.77,0.47,0.48,75.29,17.44,25,11.93,13.26,11.78,0.16,-0.14,-0.13,15.27,8.27,7.88,58.5,37.74,42.54,-0.04,39.25,46.26,0.45,16.23,27764
2019년 2월 1주,110,관악구,0.83,21.64,21.89,0.64,14.12,13.18,0.6,0.56,0.54,39.29,20.18,18.87,12.18,13.64,12.96,-0.04,-0.08,-0.1,10.59,10.94,10.34,52.08,34.1,40.25,-0.07,26.11,42.15,0.47,16.55,29711
2019년 2월 2주,111,관악구,0.81,23.13,22.23,0.64,13.05,12.63,0.7,0.56,0.67,56.52,37.21,40.74,12.47,11.32,11.99,0.06,-0.08,0.03,14.81,10.61,12.79,53.31,29.33,37.5,0,44.82,40.05,0.48,15.89,27435
2019년 2월 3주,112,관악구,0.78,21.11,21.88,0.58,12.27,12.81,0.58,0.7,0.66,18.71,50,42.42,12.34,11.24,11.19,0,0.12,0.08,8.68,15.13,13.74,47.45,31.21,31.76,0.07,37.04,36.81,0.48,15.45,28534
2019년 2월 4주,113,관악구,0.81,21.55,21.86,0.65,14.29,13.43,0.8,0.63,0.79,54.65,37.72,46.84,13.09,12.34,13.08,0.15,-0.02,0.14,18.29,12.66,15.44,42.29,36.28,37.22,0.09,46.4,38.59,0.52,16.48,29015
2019년 3월 1주,114,관악구,0.79,24.32,22.53,0.68,15,13.65,0.58,0.8,0.67,28.97,38.26,26.47,13.46,13.5,14.07,-0.1,0.12,-0.01,12.04,15.58,14.32,39.71,40.8,39.12,0,31.23,39.87,0.49,16.84,25145
2019년 3월 2주,115,관악구,0.78,22.61,22.4,0.67,14.82,14.1,0.61,0.53,0.53,22.47,11.43,6.32,12.68,13.28,13.3,-0.06,-0.14,-0.14,11.69,9.75,9.7,31.2,34.35,30.51,-0.11,13.41,32.02,0.45,16.32,25899
2019년 3월 3주,116,관악구,0.84,24.71,23.3,0.69,15.9,15,0.95,0.85,0.89,71.6,69.88,65.49,15.52,13.83,14.92,0.26,0.16,0.2,20.05,17.33,20.24,44.42,39.32,36.28,0.21,68.99,40.01,0.58,17.4,27235
2019년 3월 4주,117,관악구,0.8,22.55,23.55,0.78,18.39,16.03,0.73,0.72,0.85,21.74,36.55,62.34,14.81,14.47,16.51,-0.05,-0.06,0.07,15.47,15.21,21.78,36.19,39.03,40.15,-0.01,40.21,38.46,0.52,18.04,28458
2019년 4월 1주,118,관악구,0.77,23.08,23.24,0.62,14.67,15.95,0.72,0.58,0.64,44.44,20.2,41.06,15.91,12.96,16.17,0.1,-0.04,0.02,16.43,9.57,12.98,40.06,34.52,43.8,0.03,35.23,39.46,0.47,17.91,26161
2019년 4월 2주,119,관악구,0.86,26.42,24.19,0.52,11.14,15.03,0.65,0.63,0.38,52.27,25.79,47.52,16.13,13.11,15.47,0.13,0.11,-0.14,12.56,10.33,6.89,47.51,38.11,54.1,0.03,41.86,46.57,0.47,18.36,27550
2019년 4월 3주,120,관악구,0.8,22.56,23.65,0.61,13.59,14.45,0.62,0.62,0.64,42,45.95,38.82,14.44,12.4,13.97,0.01,0.01,0.03,13.29,14.49,14.25,40.11,32.12,47.43,0.02,42.26,39.89,0.48,17.57,28889
2019년 4월 4주,121,관악구,0.79,23.02,23.77,0.65,15.1,13.63,0.67,0.51,0.59,39.85,30.36,27.27,13.98,11.44,11.89,0.02,-0.14,-0.06,13.62,11.39,13.43,44.64,30.58,38.67,-0.06,32.49,37.96,0.46,16.82,28435
2019년 4월 5주,122,관악구,0.76,20.95,23.24,0.59,13.94,13.44,0.89,0.69,0.44,79.45,40.43,17.95,14.82,12.45,11.32,0.3,0.1,-0.15,19.81,13.58,10.72,53.39,35.63,32.89,0.08,45.94,40.64,0.48,17.1,29932
2019년 5월 1주,123,관악구,0.83,24.19,22.68,0.63,14.92,14.39,0.75,0.65,0.58,38.41,32.09,40,15.22,13.34,13.08,0.12,0.02,-0.05,14.17,13.91,13.92,49.93,37.21,31.01,0.03,36.83,39.38,0.5,17.63,26257
2019년 5월 2주,124,관악구,0.71,19.29,21.86,0.7,17.68,15.41,0.71,1.06,0.85,30.26,77.67,56.16,15.81,16.55,14.88,0.01,0.36,0.15,15.62,27.32,21.47,46.99,45.14,35.34,0.17,54.7,42.49,0.53,18.28,25389
2019년 5월 3주,125,관악구,0.8,22.59,21.76,0.61,14.48,15.26,0.59,0.63,0.86,29.03,35.29,67.42,15.46,16.88,16.45,-0.02,0.02,0.25,12.23,12.7,19.71,44.29,46.37,45.38,0.08,43.91,45.34,0.5,18.58,27006
2019년 5월 4주,126,관악구,0.79,22.38,22.11,0.66,15.14,15.56,0.71,0.61,0.44,49.4,34.08,17.19,14.29,16.49,15.8,0.05,-0.05,-0.22,15.12,12.02,8.1,36.77,44.78,45.19,-0.07,33.55,42.25,0.46,18.09,25896
2019년 6월 1주,127,관악구,0.79,22.1,21.59,0.72,16.71,16,0.63,1.05,0.81,45.95,56.8,53.06,14.32,18.86,16.9,-0.09,0.33,0.09,14.29,23.38,18.33,38.66,50.96,48.46,0.11,51.94,46.02,0.54,18.36,25807
2019년 6월 2주,128,관악구,0.77,22.22,22.32,0.56,13.02,14.84,0.61,0.7,0.6,50,48.06,52.27,13.5,16.38,15.44,0.05,0.14,0.04,12.38,17.4,15.62,43.59,43.56,47.48,0.08,50.11,44.88,0.47,18.01,26515
2019년 6월 3주,129,관악구,0.77,22.7,22.35,0.65,14.17,14.76,0.79,0.45,0.57,55.38,21.6,25.64,15.07,15.45,13.56,0.14,-0.2,-0.08,18.49,8.99,12.18,50.18,40.14,37.04,-0.05,34.21,42.45,0.46,17.52,26911
2019년 6월 4주,130,관악구,0.74,20.92,21.98,0.69,15.06,14.74,0.62,0.8,0.71,43.33,33.8,53.33,14.77,15.7,15.21,-0.07,0.11,0.02,13.93,13.01,14.7,48.66,40.07,46.07,0.02,43.49,44.94,0.48,17.79,26737
2019년 7월 1주,131,관악구,0.78,22.55,22.1,0.78,16.59,14.71,0.46,0.98,0.81,6.09,47.91,32.2,13.49,14.18,14.63,-0.32,0.2,0.03,9.17,17.3,16.04,38.7,37.84,40.86,-0.03,28.73,39.14,0.51,17.29,26811
2019년 7월 2주,132,관악구,0.78,23.53,22.42,0.51,10.46,14.07,0.68,0.71,0.55,40.43,51.81,31.13,13.7,13.32,13.46,0.17,0.2,0.04,13.22,13.98,10.94,36.31,38.78,35.57,0.14,41.12,36.89,0.48,16.82,26865
2019년 7월 3주,133,관악구,0.7,18.73,21.43,0.55,11.31,13.36,0.55,0.57,0.58,65.33,58.16,29.47,12,14.15,13.77,0,0.02,0.03,11.66,12.31,13.4,38.79,47.92,36.53,0.02,50.99,41.08,0.42,16.59,30641
2019년 7월 4주,134,관악구,0.78,20.82,21.41,0.55,10.54,12.23,0.72,0.49,0.56,56,17.32,37.66,12.02,13.21,13.3,0.17,-0.06,0.01,14.04,9.25,12.81,41.96,43.8,32.61,0.04,37,39.46,0.46,16.42,28284
2019년 7월 5주,135,관악구,0.8,24.45,21.88,0.61,12.72,11.26,0.61,0.52,0.65,28.85,25.52,46.87,12.32,11.3,12.6,0,-0.09,0.04,10.36,9.68,13.26,47.65,38.2,36.28,-0.02,33.75,40.72,0.46,16.01,26908
2019년 8월 1주,136,관악구,0.81,23.88,21.97,0.57,11.14,11.43,0.62,0.6,0.42,65.71,28.47,31.79,12.29,10.56,12.01,0.05,0.03,-0.15,13.11,11,8.58,53.97,32.37,36.45,-0.02,41.99,40.93,0.45,15.6,26391
2019년 8월 2주,137,관악구,0.82,22.07,22.8,0.69,15.87,12.57,0.77,0.88,0.65,54.46,51.01,56.67,13.18,12.11,12.74,0.08,0.19,-0.04,15.2,18.53,16.32,51.25,30.58,43.25,0.08,54.05,41.7,0.53,16.59,27556
2019년 8월 3주,138,관악구,0.72,19.93,22.58,0.6,11.94,12.92,0.62,0.73,0.63,18.29,38.74,35.78,12.08,13.14,12.45,0.02,0.13,0.03,9.64,13.36,11.66,41.83,35.94,42.78,0.06,30.94,40.18,0.46,16.51,25668
2019년 8월 4주,139,관악구,0.71,19.93,21.45,0.64,14.03,13.25,0.6,0.58,0.64,38.89,28.57,22.86,12.72,14.01,12.33,-0.04,-0.06,0,12.93,13.16,12.76,44.34,36.7,36.77,-0.03,30.11,39.27,0.44,16.52,29349
2019년 9월 1주,140,관악구,0.82,25.28,21.8,0.66,16.13,14.49,0.76,0.74,0.63,35,44.55,36.76,13.68,15.35,13.8,0.1,0.08,-0.03,16.93,16.37,14.46,36.66,40.72,38.02,0.05,38.77,38.47,0.51,17.64,24599
2019년 9월 2주,141,관악구,0.63,17.01,20.54,0.59,13.07,13.79,0.46,0.21,0.31,38.1,14.41,0,12.09,11.61,11.05,-0.13,-0.38,-0.28,8.86,3.55,5.31,32.57,31.57,23.85,-0.26,17.5,29.33,0.32,15.27,29547
2019년 9월 3주,142,관악구,0.7,19.35,20.39,0.63,14.4,14.41,0.52,0.7,0.85,20.87,27.78,32.4,12.18,11.24,12.11,-0.11,0.07,0.22,9.98,11.9,15.92,33.21,28.83,23,0.06,27.02,28.35,0.46,15.15,29205
2019년 9월 4주,143,관악구,0.7,18.93,20.14,0.55,10.34,13.49,0.68,0.4,0.48,68.81,33.33,43.64,12.16,9.7,11.31,0.13,-0.15,-0.07,12.85,6.99,9.56,40.69,30.02,28.2,-0.03,48.59,32.97,0.41,14.5,32086
2019년 9월 5주,144,관악구,0.7,18.28,18.39,0.62,13.95,12.94,0.54,0.55,0.54,22.77,35.95,37.37,10.27,8.66,10.75,-0.08,-0.07,-0.08,9.4,12.21,12.2,37.64,27.87,28.35,-0.08,32.03,31.29,0.41,13.16,28570
2019년 10월 1주,145,관악구,0.72,20,19.14,0.64,16.01,13.68,0.78,0.71,0.54,76.99,47.3,17.5,12.45,11.96,12.21,0.14,0.07,-0.1,17.57,16.75,11.16,47.36,36.09,32.73,0.04,47.26,38.73,0.47,14.8,30119
2019년 10월 2주,146,관악구,0.82,24.11,20.33,0.58,13.01,13.33,0.67,0.77,0.5,65.38,57.63,21.74,13.9,13.72,10.54,0.09,0.19,-0.08,15.78,18.93,9.24,58.49,43.55,30.06,0.07,48.25,44.03,0.49,15.63,28142
2019년 10월 3주,147,관악구,0.74,19.54,20.48,0.59,12,13.74,0.51,0.48,0.49,19.87,21.95,49.18,12.71,14.53,10.84,-0.08,-0.11,-0.1,8.09,10.24,10.76,46.25,40.71,31.45,-0.1,30.33,39.47,0.41,15.94,27788
2019년 10월 4주,148,관악구,0.84,23.59,21.81,0.65,14.91,13.98,0.67,0.7,0.93,35.43,38.37,53.9,13.46,15.29,12.63,0.02,0.05,0.28,12.39,15.25,19.38,49.42,41.31,35.58,0.12,42.57,42.1,0.54,17.21,30433
2019년 11월 1주,149,관악구,0.78,20.53,21.94,0.65,16.91,14.21,0.78,0.48,0.75,93.65,12.14,20.53,13.65,13.56,13.62,0.13,-0.17,0.1,18.33,9.8,15.11,53.58,32.52,36.34,0.02,42.11,40.82,0.48,17.48,29161
2019년 11월 2주,150,관악구,0.8,21.38,21.26,0.62,14.63,14.61,0.93,0.69,0.5,58.02,50.85,25,14.15,12.74,14.32,0.31,0.07,-0.12,17.78,15.69,12.05,51.74,30.83,37.15,0.09,44.62,39.91,0.5,17.5,28804
2019년 11월 3주,151,관악구,0.8,21.83,21.83,0.57,11.42,14.47,0.59,0.62,0.6,36.13,49.22,50,14.36,13.3,15,0.02,0.05,0.03,8.94,12.45,13.46,55.81,37.65,37.36,0.03,45.12,43.61,0.47,17.94,28642
2019년 11월 4주,152,관악구,0.73,19.1,20.71,0.65,15.3,14.57,0.61,0.72,0.62,37.93,46.98,21.79,14.51,13.2,13.41,-0.04,0.07,-0.03,12.99,14.86,13.04,56.43,39.8,29.33,0,35.57,41.86,0.46,16.96,29177
2019년 12월 1주,153,관악구,0.84,23.91,21.55,0.65,13.59,13.74,0.61,0.6,0.6,35.71,36.2,25.51,13.11,13.76,12.95,-0.04,-0.05,-0.05,12.72,12.05,13.25,41.95,45.81,30.57,-0.05,32.47,39.45,0.48,17.01,31480
2019년 12월 2주,154,관악구,0.75,19.46,21.07,0.71,14.32,13.66,0.63,0.38,0.64,54.48,2.44,41.35,11.82,11.33,13.2,-0.08,-0.33,-0.07,12.63,5.98,13.05,41.06,33.71,34.66,-0.16,32.76,36.48,0.43,16.17,30713
2019년 12월 3주,155,관악구,0.77,21.18,20.91,0.64,13.41,14.16,0.74,0.9,0.49,57.89,59.54,17.54,13.38,12.49,12.16,0.1,0.26,-0.15,15.16,17.07,9.29,46.5,36.29,26.55,0.07,44.99,36.45,0.49,16.21,30590
2019년 12월 4주,156,관악구,0.78,21.07,21.4,0.55,12.24,13.39,0.58,0.64,0.47,56.76,40.49,28.57,13.09,11.75,11.48,0.03,0.09,-0.08,11.84,11.89,10.33,51.21,34.67,28.24,0.01,41.94,38.04,0.45,16.36,32441
2017년 1월 1주,1,광진구,0.96,25.72,25.72,0.45,5.75,5.75,0.39,0.32,0.51,67.04,55.23,78.57,6.49,5.81,9.82,-0.06,-0.13,0.06,6.49,5.81,9.82,67.04,55.23,78.57,-0.04,66.95,66.95,0.46,14.01,23630
2017년 1월 2주,2,광진구,1.05,29.49,27.6,0.39,5.02,5.38,0.38,0.25,0.34,70.39,45.12,55.03,6.47,5.24,8.12,-0.01,-0.14,-0.05,6.45,4.67,6.43,68.72,50.18,66.8,-0.07,56.85,61.9,0.46,14.25,25855
2017년 1월 3주,3,광진구,1.04,29.59,28.27,0.41,5.24,5.34,0.4,0.33,0.41,57.87,25.33,54.68,6.45,5.26,7.98,-0.01,-0.08,0,6.4,5.31,7.68,65.1,41.89,62.76,-0.03,45.96,56.59,0.47,13.98,24334
2017년 1월 4주,4,광진구,1.28,39.02,30.96,0.47,5.49,5.38,0.49,0.42,0.43,29.03,45.48,60.54,6.46,5.76,7.86,0.02,-0.05,-0.04,6.5,7.27,7.49,56.08,42.79,62.2,-0.02,45.02,53.7,0.58,14.68,23227
2017년 1월 5주,5,광진구,1.03,28.25,31.59,0.43,6.04,5.45,0.46,0.35,0.3,57.55,54.88,64.58,6.76,5.84,6.9,0.03,-0.08,-0.13,7.67,6.12,5.99,53.71,42.7,58.71,-0.06,59.01,51.71,0.47,14.89,25101
2017년 2월 1주,6,광진구,1.11,29.68,31.64,0.47,6.11,5.72,0.51,0.21,0.32,63.22,25.08,59.93,7.16,5.6,6.76,0.04,-0.26,-0.15,8.05,3.71,5.87,51.92,37.69,59.93,-0.12,49.41,49.85,0.49,14.88,25773
2017년 2월 2주,7,광진구,1.15,32.48,32.36,0.45,6.47,6.03,0.54,0.24,0.41,67.24,11.44,55.67,7.45,5.22,6.6,0.09,-0.21,-0.04,7.56,3.76,7.04,54.26,34.22,60.18,-0.05,44.78,49.56,0.52,15.45,25085
2017년 2월 3주,8,광진구,1.2,34.67,31.27,0.52,8.3,6.73,0.44,0.32,0.59,36.51,28,50.86,7.6,4.7,7.76,-0.08,-0.2,0.07,7.12,5.2,12.16,56.13,29.85,57.76,-0.07,38.46,47.92,0.55,16.08,24461
2017년 2월 4주,9,광진구,1.18,31.61,32.11,0.53,7.85,7.18,0.49,0.56,0.42,35.16,35.29,58.7,7.68,5.49,8.46,-0.04,0.03,-0.11,7.99,9.28,8.78,50.53,24.95,56.29,-0.04,43.05,43.92,0.56,16.82,24847
2017년 3월 1주,10,광진구,1.23,37.19,33.99,0.46,6,7.15,0.48,0.36,0.56,77.99,53.09,65.3,7.89,6.03,10.03,0.02,-0.1,0.1,8.9,5.88,12.13,54.22,31.96,57.63,0.01,65.46,47.94,0.57,17.95,22658
2017년 3월 2주,11,광진구,1.21,35.37,34.71,0.51,7.55,7.42,0.45,0.29,0.44,29.73,22.52,59.73,7.96,6.25,10.57,-0.06,-0.22,-0.07,7.83,4.66,9.21,44.85,34.72,58.65,-0.12,37.33,46.08,0.53,18.35,23609
2017년 3월 3주,12,광진구,1.15,33.9,34.52,0.54,8.73,7.53,0.4,0.33,0.39,7.37,29.13,28.99,7.91,6.42,9.41,-0.14,-0.21,-0.15,6.9,5.87,7.5,37.56,35.01,53.18,-0.17,21.83,41.92,0.51,17.66,24343
2017년 3월 4주,13,광진구,1.13,33.22,34.92,0.55,10.72,8.25,0.37,0.37,0.51,14.91,24.56,24.49,7.27,5.92,10.12,-0.18,-0.18,-0.04,5.45,7.26,11.62,32.5,32.33,44.63,-0.13,21.32,36.48,0.52,17.63,23465
2017년 4월 1주,14,광진구,1.12,31.45,33.48,0.67,13.04,10.01,0.5,0.38,0.43,30.15,14.45,0,7.12,6.14,9.15,-0.17,-0.29,-0.24,8.3,6.76,8.28,20.54,22.66,28.3,-0.23,14.87,23.84,0.52,16.98,23153
2017년 4월 2주,15,광진구,1.19,35.94,33.63,0.59,13.53,11.5,0.6,0.47,0.66,36.45,16.99,64.08,8.66,7.21,10.4,0.01,-0.12,0.07,14,8.95,14.22,22.22,21.28,29.39,-0.01,39.17,24.3,0.59,17.87,22500
2017년 4월 3주,16,광진구,1.16,33.68,33.57,0.6,12.77,12.51,0.7,0.49,0.53,41.3,17.57,27.42,10.09,8.21,11.25,0.1,-0.11,-0.07,12.62,9.87,10.88,30.7,18.39,29,-0.03,28.77,26.03,0.58,19.03,24198
2017년 4월 4주,17,광진구,1.14,33.33,33.6,0.62,11.92,12.81,0.54,0.51,0.51,28.29,29.11,28.04,10.97,8.69,10.81,-0.08,-0.11,-0.11,8.96,9.18,9.86,34.05,19.53,29.89,-0.1,28.48,27.82,0.55,19.23,24827
2017년 5월 1주,18,광진구,1.2,31.02,33.49,0.62,12.87,12.77,0.43,0.51,0.61,27.38,28.49,40.58,11.04,9.61,12.11,-0.19,-0.11,-0.01,8.59,10.43,13.49,33.35,23.04,40.03,-0.1,32.15,32.14,0.57,20.27,21462
2017년 5월 2주,19,광진구,1.2,32.89,32.73,0.57,11.29,12.21,0.44,0.37,0.4,51.57,15.56,0,9.5,8.91,10.74,-0.13,-0.2,-0.17,7.84,6.15,8.74,37.13,22.68,24.01,-0.17,22.38,27.95,0.53,19.12,23065
2017년 5월 3주,20,광진구,1.11,30.62,31.97,0.67,15.11,12.8,0.62,0.49,0.68,17.19,10.6,38.46,9.48,8.31,11.81,-0.05,-0.18,0.01,12.53,7.47,15.14,31.11,20.94,26.77,-0.07,22.08,26.27,0.57,18.22,22389
2017년 5월 4주,21,광진구,1.14,32.87,31.85,0.71,15.59,13.72,0.62,0.61,0.68,34.48,18.35,21.43,10.59,8.32,13.07,-0.09,-0.1,-0.03,13.38,9.25,14.92,32.65,18.25,25.12,-0.07,24.75,25.34,0.59,18.54,23103
2017년 5월 5주,22,광진구,1.08,29.76,31.54,0.75,16.86,14.71,0.46,0.7,0.5,11.5,43.58,8,10.48,9.11,12.65,-0.29,-0.05,-0.25,8.16,13.57,11.78,28.68,22.02,16.97,-0.2,21.03,22.56,0.54,17.91,24169
2017년 6월 1주,23,광진구,1.08,29.43,30.67,0.61,12.77,15.08,0.47,0.41,0.57,50,15.91,25.93,10.97,9.45,13.28,-0.14,-0.2,-0.04,9.8,7.51,11.28,28.29,22.11,23.46,-0.13,30.61,24.62,0.52,18.05,22588
2017년 6월 2주,24,광진구,1.09,29.83,30.47,0.69,14.88,15.03,0.56,0.37,0.71,26.79,28.57,44.68,10.44,8.97,12.96,-0.13,-0.32,0.02,10.4,5.55,13.84,30.69,26.6,25.01,-0.14,33.35,27.44,0.55,17.84,20562
2017년 6월 3주,25,광진구,1.03,27.72,29.18,0.63,13.62,14.53,0.37,0.39,0.51,13.82,15.44,22.76,8.69,8.23,11.89,-0.26,-0.24,-0.12,6.38,6.3,10.67,25.53,25.88,25.34,-0.21,17.34,25.58,0.48,16.54,24099
2017년 6월 4주,26,광진구,0.96,24.2,27.8,0.69,14.86,14.03,0.52,0.38,0.41,26.5,9.66,8.09,8.95,6.47,10.91,-0.17,-0.31,-0.28,9.2,6.52,7.84,29.28,17.4,25.37,-0.25,14.75,24.01,0.47,15.51,21593
2017년 7월 1주,27,광진구,1.01,25.9,26.91,0.61,12.35,13.93,0.42,0.42,0.38,28.79,17.63,5.81,8.42,6.18,9.87,-0.19,-0.19,-0.23,7.68,6.35,7.14,23.97,17.82,20.34,-0.2,17.41,20.71,0.47,14.66,24245
2017년 7월 2주,28,광진구,1.05,29.19,26.75,0.63,12.45,13.32,0.3,0.4,0.26,12.03,9.25,0,7.02,6.32,7.62,-0.33,-0.23,-0.37,4.81,6.11,4.83,20.28,13,9.17,-0.31,7.09,14.15,0.46,13.66,22947
2017년 7월 3주,29,광진구,0.97,24.75,26.01,0.78,15.96,13.91,0.56,0.57,0.46,31.11,22.58,0,8.07,7.31,7.17,-0.22,-0.21,-0.32,10.57,10.25,8.87,24.61,14.78,3.48,-0.25,17.9,14.29,0.5,13.9,25677
2017년 7월 4주,30,광진구,1.06,30.18,27.5,0.65,13.29,13.51,0.64,0.23,0.53,61.65,9.13,13.48,8.83,6.58,8.05,-0.01,-0.42,-0.12,12.24,3.62,11.37,33.39,14.65,4.82,-0.18,28.09,17.62,0.51,14.67,23670
2017년 7월 5주,31,광진구,1,26.82,27.74,0.6,13.21,13.73,0.51,0.33,0.43,19.39,13.81,14.29,9.13,6.54,8.12,-0.09,-0.27,-0.17,8.91,6.19,7.39,31.04,13.69,6.94,-0.18,15.83,17.23,0.47,14.89,24818
2017년 8월 1주,32,광진구,1.04,29.43,27.8,0.69,15.62,14.52,0.46,0.31,0.54,28.36,19.43,46.15,10.23,6.34,9.8,-0.23,-0.38,-0.15,9.21,5.31,11.56,35.13,16.24,18.48,-0.25,31.32,23.29,0.49,15.6,23035
2017년 8월 2주,33,광진구,1.07,27.67,28.53,0.64,14.79,14.23,0.61,0.7,0.48,42.22,34.3,25.71,10.59,6.92,9.77,-0.03,0.06,-0.16,12,12.55,8.77,37.9,19.17,24.91,-0.04,34.08,27.33,0.56,15.97,23928
2017년 8월 3주,34,광진구,1.08,29.77,28.42,0.57,12.16,13.95,0.55,0.43,0.39,43.54,25.33,15.33,10.14,7.86,8.81,-0.02,-0.14,-0.18,10.42,7.39,7.5,33.38,23.22,25.37,-0.11,28.07,27.33,0.51,15.55,23077
2017년 8월 4주,35,광진구,1.09,29.41,29.07,0.65,13.66,14.06,0.8,0.51,0.75,58.76,27.03,51.06,11.95,8.7,11.07,0.15,-0.14,0.1,16.17,9.57,16.44,43.22,26.52,34.56,0.04,45.62,34.77,0.59,16.96,22477
2017년 9월 1주,36,광진구,1.17,32.33,29.8,0.63,14.11,13.68,0.48,0.62,0.63,34.09,24.56,34.72,11.94,10.28,11.97,-0.15,-0.01,0,9.18,11.61,15.16,44.65,27.8,31.71,-0.05,31.12,34.72,0.58,18.1,21865
2017년 9월 2주,37,광진구,1.15,32.2,30.93,0.65,14.18,13.53,0.54,0.5,0.54,32.38,27.04,20.24,11.6,9.1,12.71,-0.11,-0.15,-0.11,10.63,7.83,11.75,42.19,25.99,30.34,-0.12,26.55,32.84,0.56,18.15,21461
2017년 9월 3주,38,광진구,1.18,33.79,31.93,0.7,15.95,14.48,0.46,0.71,0.49,12.69,27.47,16.15,10.99,10.06,13.28,-0.24,0.01,-0.21,7.99,11.22,9.76,34.48,26.52,30.54,-0.15,18.77,30.52,0.58,18.87,22954
