DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2019년 1월 3주,108,강남구,2.71,87.89,88.8,4.41,100,99.33,5.33,3.84,4.32,100,0,19.23,100,71.22,88.03,0.92,-0.57,-0.09,100,71.51,100,98.45,0,29.81,0.09,39.74,42.75,2.4,91.35,41070
2019년 1월 4주,109,강남구,2.75,92.42,91.48,4.58,100,99.33,4.82,4.14,3.96,84.71,0,0,100,72.59,80.24,0.24,-0.44,-0.62,100,72.89,68.83,94.63,0,4.81,-0.27,28.24,33.15,2.35,89.23,37070
2019년 2월 1주,110,강남구,2.59,79.34,87.96,4.26,99.29,99.82,5.41,4.38,3.96,100,37.72,0,100,74.67,81.2,1.15,0.12,-0.3,100,85.55,78.33,96.18,9.43,4.81,0.32,45.91,36.81,2.39,89.48,38903
2019년 2월 2주,111,강남구,2.76,92.53,88.05,4.37,100,99.82,4.38,3.49,3.74,45.65,0,0,100,74.53,81.08,0.01,-0.88,-0.63,100,68.17,77.15,82.59,9.43,4.81,-0.5,15.22,32.28,2.21,89.19,40001
2019년 2월 3주,112,강남구,2.82,91.7,89,4.37,100,99.82,5.63,4.07,4.49,100,0,48.48,100,78.91,81.08,1.26,-0.3,0.12,100,89.04,100,82.59,9.43,12.12,0.36,49.49,34.72,2.52,89.72,34930
2019년 2월 4주,113,강남구,2.57,80.81,86.1,3.51,87.24,96.63,3.52,2.86,3.28,38.37,0,0,96.16,76.03,81.65,0.01,-0.65,-0.23,84.63,61.35,71.14,71,9.43,12.12,-0.29,12.79,30.85,1.93,87.72,37160
2019년 3월 1주,114,강남구,2.5,90.35,88.85,3.94,92.62,94.96,4.6,3.68,4.18,100,5.22,63.24,96.16,72.74,84.98,0.66,-0.26,0.24,100,72.39,91.63,71,1.31,27.93,0.21,56.15,33.41,2.22,87.89,42562
2019년 3월 2주,115,강남구,2.8,100,90.72,3.99,98.24,94.52,4.33,3.81,3.99,67.42,8.57,21.05,94.21,74.11,86.37,0.34,-0.18,0,92.21,73.68,82.7,76.45,3.45,33.19,0.05,32.35,37.7,2.28,88.54,34288
2019년 3월 3주,116,강남구,2.58,90.87,90.51,3.88,97.69,93.95,4.22,4.05,3.34,81.48,71.08,0,92.84,74.92,81.01,0.34,0.17,-0.54,94.53,92.27,78.57,71.82,21.22,21.07,-0.01,50.86,38.04,2.15,85.89,38590
2019년 3월 4주,117,강남구,2.66,90.18,92.85,4.02,100,97.14,4.46,3.43,3.83,64.35,0,28.57,96.46,78.54,88.22,0.44,-0.59,-0.19,99.1,75.84,100,78.31,21.22,28.22,-0.11,30.97,42.58,2.19,90.88,39795
2019년 4월 1주,118,강남구,2.48,88.85,92.48,3.68,96.27,98.05,4.23,3.37,3.08,100,6.9,0,96.46,75.92,81.54,0.55,-0.31,-0.6,100,61.91,64.89,78.31,21.64,12.41,-0.12,35.63,37.45,2.01,88.57,36384
2019년 4월 2주,119,강남구,2.49,87.92,89.46,3.79,100,98.49,4.34,3.32,2.98,100,2.78,0,98.41,71.86,78.03,0.55,-0.47,-0.81,100,57.44,68.65,86.46,20.19,7.14,-0.24,34.26,37.93,2.01,86.67,39009
2019년 4월 3주,120,강남구,2.6,90.23,89.3,3.98,100,99.07,4.29,4.04,4.43,72,52.7,88.24,99.48,73.07,83.38,0.31,0.06,0.45,98.83,97.1,100,84.09,15.6,29.2,0.27,70.98,42.96,2.28,88.67,34831
2019년 4월 4주,121,강남구,2.56,89.81,89.2,3.91,100,99.07,4.73,3.99,3.58,100,50,0,99.71,76.78,79.67,0.82,0.08,-0.33,100,90.66,85.13,93,28.1,22.06,0.19,50,47.72,2.22,88.68,36158
2019년 4월 5주,122,강남구,2.48,79.05,86.75,3.8,100,100,4.25,3.38,3.97,100,3.55,58.97,99.71,79.19,88.13,0.45,-0.42,0.17,100,71.55,98.75,93,27.26,36.8,0.07,54.17,52.35,2.12,90.32,37052
2019년 5월 1주,123,강남구,2.47,83.39,85.62,3.88,100,100,4.93,3.93,3.92,100,34.33,52,99.71,86.13,95.97,1.05,0.05,0.04,100,85.22,100,93,35.15,49.8,0.38,62.11,59.32,2.24,94.35,39646
2019년 5월 2주,124,강남구,2.6,86.79,84.76,3.68,100,100,4.22,3.24,3.77,100,0,47.95,100,83.58,95.45,0.54,-0.44,0.09,100,86.89,97.91,100,21.97,39.73,0.06,49.32,53.9,2.11,93.18,35219
2019년 5월 3주,125,강남구,2.47,84.44,83.42,3.61,94.91,98.73,4.25,3.39,3.29,100,17.65,3.37,100,79.73,93.69,0.64,-0.22,-0.32,100,75.28,78.12,100,13.88,40.57,0.03,40.34,51.48,2.04,91.18,41257
2019년 5월 4주,126,강남구,2.46,82.67,84.32,3.79,99.73,98.66,4.19,3.24,3.91,91.57,6.15,43.75,100,78.24,90.01,0.4,-0.55,0.12,100,65.58,84.03,97.89,14.53,36.77,-0.01,47.15,49.73,2.08,90.33,36393
2019년 6월 1주,127,강남구,2.55,85.87,84.94,3.71,100,98.66,3.93,3.62,3.02,87.84,23.2,0,100,77.65,82.42,0.22,-0.09,-0.69,100,82.87,69.61,94.85,11.75,23.77,-0.19,37.01,43.45,2.02,87.13,32158
2019년 6월 2주,128,강남구,2.49,85.93,84.73,3.7,100,98.66,4.22,3.56,3.55,100,26.36,30.68,100,80.03,82.8,0.52,-0.14,-0.15,100,96.41,99.43,94.85,18.34,19.45,0.08,52.35,44.21,2.09,88.59,34746
2019년 6월 3주,129,강남구,2.76,93.26,86.93,3.92,100,99.93,3.82,3.46,3.64,18.46,0.8,0,99.35,79.96,84.28,-0.1,-0.46,-0.28,97.4,75,84.07,74.47,14.13,18.61,-0.28,6.42,35.73,2.13,88.64,36045
2019년 6월 4주,130,강남구,2.97,100,91.27,3.74,94.29,98.57,4.07,2.89,3.67,87.78,0,45.83,99.29,75.65,83.43,0.33,-0.85,-0.07,99.75,48.31,80.62,73.52,12.59,19.13,-0.2,44.54,35.08,2.17,88.72,31483
2019년 7월 1주,131,강남구,2.85,97.82,94.25,3.76,89.27,95.89,4.52,2.93,3.89,100,0,49.15,99.29,68.13,86.96,0.76,-0.83,0.13,100,52.82,83.74,76.56,6.79,31.42,0.02,49.72,38.26,2.21,89.32,35018
2019년 7월 2주,132,강남구,2.8,97.79,97.22,4.02,100,95.89,4.75,3.85,4.1,100,29.52,34.91,99.29,64.16,84.65,0.73,-0.17,0.08,100,80.51,90.18,76.56,7.58,32.47,0.21,54.81,38.87,2.34,89.22,33729
2019년 7월 3주,133,강남구,3,100,98.9,4.08,100,95.89,4.34,3.28,3.85,100,0,2.11,99.94,63.12,87.27,0.26,-0.8,-0.23,100,70.84,94.54,96.94,7.38,33,-0.26,34.04,45.78,2.27,91.16,36595
2019년 7월 4주,134,강남구,3.1,100,98.9,4.2,100,97.32,4.7,3.99,4.1,100,5.51,23.38,100,72.63,92.11,0.5,-0.21,-0.1,100,86.34,100,100,8.76,27.39,0.06,42.96,45.38,2.45,95.28,33591
2019년 7월 5주,135,강남구,2.84,98.91,99.18,4.11,100,100,4.85,4.19,4.64,100,37.24,97.92,100,81.57,96.18,0.74,0.08,0.53,100,88.6,100,100,18.07,39.58,0.45,78.39,52.55,2.47,98.52,35065
2019년 8월 1주,136,강남구,2.85,100,99.73,4.16,100,100,4.33,4.3,3.53,100,36.11,0,100,83.03,92.04,0.17,0.14,-0.63,100,86.35,73.64,100,19.72,30.85,-0.11,45.37,50.19,2.3,97.46,35896
2019년 8월 2주,137,강남구,2.72,87.59,96.63,4.03,100,100,4.62,3.46,3.48,100,0,0,100,84.35,91.11,0.59,-0.57,-0.55,100,76.12,90.79,100,19.72,30.33,-0.18,33.33,50.01,2.19,96.41,32707
2019년 8월 3주,138,강남구,2.71,92.03,94.63,4.14,100,100,5.59,3.53,3.78,100,0,0,100,79.86,86.68,1.45,-0.61,-0.36,100,68.37,82.29,100,18.34,24.48,0.16,33.33,47.6,2.34,94.88,37058
2019년 8월 4주,139,강남구,2.78,93.59,93.3,4.01,100,100,4.17,4.34,3.81,94.44,79.22,3.81,100,82.71,82.92,0.16,0.33,-0.2,100,100,84.97,98.61,28.83,0.95,0.1,59.16,42.8,2.3,94.25,37338
2019년 9월 1주,140,강남구,2.74,96.65,92.47,3.64,96.24,99.06,4.39,3.45,3.63,100,20,39.71,100,80.4,86.2,0.75,-0.19,-0.01,100,77.13,86.75,98.61,24.81,10.88,0.18,53.24,44.76,2.19,94.47,33968
2019년 9월 2주,141,강남구,2.57,84.37,91.66,3.85,100,99.06,4.11,4.39,4.19,75.24,55.86,73.81,98.49,81.79,87.23,0.26,0.54,0.34,93.94,81.68,94.92,92.42,38.77,29.33,0.38,68.3,53.51,2.27,93.42,36141
2019년 9월 3주,142,강남구,2.89,97.85,93.12,3.78,100,99.06,4.58,3.2,3.8,100,0,21.23,98.49,79.12,84.96,0.8,-0.58,0.02,100,57.69,73.2,92.42,38.77,34.64,0.08,40.41,55.28,2.25,91.31,36398
2019년 9월 4주,143,강남구,2.63,87.86,91.68,4.28,100,99.06,4.75,5.06,4.83,100,97.92,100,98.49,79.12,88.72,0.47,0.78,0.55,100,100,100,93.81,43.45,58.69,0.6,99.31,65.32,2.5,91.93,34951
2019년 9월 5주,144,강남구,2.68,86.55,89.16,3.89,100,100,4.59,3.89,4.14,100,40.52,70.71,98.49,82.49,92.03,0.7,0,0.25,100,90.61,100,93.81,48.58,66.44,0.32,70.41,69.61,2.3,92.94,34952
2019년 10월 1주,145,강남구,2.73,90.53,90.7,3.52,96.91,99.23,3.63,3.94,3.34,74.34,94.59,10.83,97.8,86.15,86.71,0.11,0.42,-0.18,91.21,96.31,73.66,93.58,58.26,50.69,0.12,59.92,67.51,2.12,93.16,34982
2019년 10월 2주,146,강남구,2.69,90.43,88.84,3.66,96.48,98.35,3.82,3.84,3.69,78.85,56.78,33.7,97.8,96.09,89.14,0.16,0.18,0.03,100,97.44,82.91,88.3,72.45,53.81,0.12,56.44,71.52,2.16,94.85,33437
2019년 10월 3주,147,강남구,2.63,81.11,87.16,4.11,100,98.35,5.28,3.73,3.41,100,0,0,97.8,91.35,84.68,1.17,-0.38,-0.7,100,81.05,82.15,88.3,47.97,28.81,0.03,33.33,55.02,2.26,93.93,38043
2019년 10월 4주,148,강남구,2.75,90.85,88.23,3.79,100,98.35,4.63,3.63,3.44,100,13.95,9.22,97.8,90.25,78.5,0.84,-0.16,-0.35,100,86.2,75.28,88.3,41.33,13.44,0.11,41.06,47.69,2.22,92.65,34020
2019년 11월 1주,149,강남구,2.78,86.75,87.29,3.49,98.28,98.69,3.49,4.29,3.7,73.02,68.21,27.81,98.4,88.06,79.13,0,0.8,0.21,93.61,87.55,76.19,87.97,34.74,17.68,0.34,56.35,46.79,2.2,93.2,35320
2019년 11월 2주,150,강남구,2.71,87.24,86.49,3.77,100,99.57,4.63,3.84,3.82,100,50.85,55.36,98.4,86.92,82.7,0.86,0.07,0.05,100,92.89,97.18,93.25,33.25,23.1,0.33,68.73,49.87,2.27,94.42,33063
2019년 11월 3주,151,강남구,2.73,89.79,88.66,4.06,100,99.57,5.07,3.63,4.33,100,11.72,83.33,98.4,86.2,87.16,1.01,-0.43,0.27,100,78.17,100,93.25,36.18,43.93,0.28,65.02,57.79,2.36,95.12,36477
2019년 11월 4주,152,강남구,2.79,90.62,88.6,3.6,98.87,99.29,3.75,3.76,3.43,70.69,53.02,3.85,97.04,85.48,88.57,0.15,0.16,-0.17,94.55,83.33,80.92,85.93,45.95,42.59,0.05,42.52,58.15,2.15,94.3,38549
2019년 12월 1주,153,강남구,2.87,97.46,91.28,4.02,100,99.72,4.52,3.38,4.2,100,0,48.98,98.64,83.36,94.52,0.5,-0.64,0.18,100,79.04,100,92.67,28.9,47.88,0.01,49.66,56.48,2.3,96.64,39890
2019년 12월 2주,154,강남구,2.76,86.91,91.2,4.18,100,99.72,4.71,3.91,3.56,100,6.1,0,98.64,79.21,92.55,0.53,-0.27,-0.62,100,76.29,89.3,92.67,17.71,34.04,-0.12,35.37,48.14,2.27,96.08,43976
2019년 12월 3주,155,강남구,3.02,99.31,93.58,4.02,95.85,98.68,3.89,4.1,3.67,37.72,45.8,0,94.01,80.19,85.94,-0.13,0.08,-0.35,81.47,82.11,73.54,77.1,26.23,13.21,-0.13,27.84,38.85,2.3,93.19,41751
2019년 12월 4주,156,강남구,2.77,87.63,92.83,4.28,100,98.96,4.6,4.22,4.55,95.95,34.41,100,95.37,79.22,90.71,0.32,-0.06,0.27,100,79.43,100,83.42,21.58,37.25,0.18,76.79,47.41,2.41,95.1,48366
2017년 1월 1주,1,강동구,0.34,5.79,5.79,0.28,3.24,3.24,0.39,0.37,0.28,76.54,63.18,76.19,6.49,6.78,5.11,0.11,0.09,0,6.49,6.78,5.11,76.54,63.18,76.19,0.07,71.97,71.97,0.23,5.35,21507
2017년 1월 2주,2,강동구,0.31,4.41,5.1,0.32,3.89,3.57,0.38,0.14,0.21,75,43.9,53.02,6.47,4.61,4.33,0.06,-0.18,-0.11,6.45,2.43,3.55,75.77,53.54,64.6,-0.08,57.31,64.64,0.18,4.57,27445
2017년 1월 3주,3,강동구,0.34,5.78,5.33,0.27,3.08,3.4,0.32,0.16,0.24,61.24,24.33,53.56,5.96,3.87,4.33,0.05,-0.11,-0.03,4.94,2.4,4.33,70.93,43.8,60.92,-0.03,46.38,58.55,0.19,4.14,22911
2017년 1월 4주,4,강동구,0.33,5.92,5.48,0.27,2.67,3.22,0.1,0.55,0.2,13.71,56.52,59.52,4.72,5.28,4.04,-0.17,0.28,-0.07,0.99,9.52,3.18,56.62,46.98,60.57,0.01,43.25,54.73,0.2,4.06,19885
2017년 1월 5주,5,강동구,0.38,7.62,5.93,0.3,4.08,3.43,0.37,0.44,0.34,60.43,60.69,69.01,4.63,5.54,4.46,0.07,0.14,0.04,6.13,7.79,6.79,52.6,46.36,58.78,0.08,63.38,52.58,0.25,4.44,24703
2017년 2월 1주,6,강동구,0.34,4.84,6.04,0.33,3.97,3.45,0.3,0.14,0.43,55.17,27.39,68.95,4.16,5.54,5.62,-0.03,-0.19,0.1,4.6,2.47,8.18,47.64,42.23,62.76,-0.04,50.51,50.88,0.21,4.52,22641
2017년 2월 2주,7,강동구,0.39,8.04,6.6,0.41,5.79,4.13,0.34,0.35,0.26,53.45,18.91,50.25,4.03,6.38,5.5,-0.07,-0.06,-0.15,4.41,5.73,3.84,45.69,40.88,61.93,-0.09,40.87,49.5,0.24,5.09,29830
2017년 2월 3주,8,강동구,0.34,6,6.62,0.32,4.69,4.63,0.28,0.19,0.23,42.86,30.33,41.71,4.87,4.72,5.86,-0.04,-0.13,-0.09,4.34,2.87,4.61,52.98,34.33,57.48,-0.09,38.3,48.27,0.19,5.39,24413
2017년 2월 4주,9,강동구,0.32,3.87,5.69,0.33,4.44,4.72,0.54,0.29,0.49,54.69,33.13,70.43,5.57,3.93,6.75,0.21,-0.04,0.16,8.92,4.64,10.36,51.54,27.44,57.83,0.11,52.75,45.61,0.25,5.26,29901
2017년 3월 1주,10,강동구,0.34,5.96,5.97,0.39,4.83,4.94,0.29,0.18,0.68,70.44,50,72.39,5.66,3.95,8.41,-0.1,-0.21,0.29,4.97,2.57,14.83,55.36,33.09,58.69,-0.01,64.28,49.05,0.24,5.7,24439
2017년 3월 2주,11,강동구,0.39,7.48,5.83,0.38,5.32,4.82,0.42,0.29,0.36,38.74,27.48,61.95,6.38,3.69,9.3,0.04,-0.09,-0.02,7.29,4.66,7.42,51.68,35.23,61.62,-0.02,42.72,49.51,0.25,5.87,24904
2017년 3월 3주,12,강동구,0.32,5.76,5.77,0.31,4.36,4.74,0.36,0.19,0.21,27.37,32.68,31.4,6.83,3.77,9.09,0.05,-0.12,-0.1,6.13,3.22,3.75,47.81,35.82,59.04,-0.06,30.48,47.56,0.19,5.68,25390
2017년 3월 4주,13,강동구,0.35,5.65,6.21,0.36,6.29,5.2,0.33,0.32,0.27,24.22,32.75,19.39,5.78,4.17,8.04,-0.03,-0.04,-0.09,4.73,6.22,6.15,40.19,35.73,46.28,-0.05,25.45,40.73,0.22,5.32,24562
2017년 4월 1주,14,강동구,0.33,3.53,5.6,0.33,5.26,5.31,0.33,0.19,0.35,42.65,23.12,34.67,5.79,4.3,5.95,0,-0.14,0.02,5.02,3.09,6.49,33.25,29.01,36.85,-0.04,33.48,33.03,0.21,4.79,23173
2017년 4월 2주,15,강동구,0.37,6.76,5.42,0.28,5.31,5.3,0.35,0.03,0.23,42.06,10.68,55.63,5.94,3.18,5.06,0.07,-0.25,-0.05,7.86,0.2,3.86,34.08,24.81,35.27,-0.08,36.12,31.38,0.19,4.13,21640
2017년 4월 3주,16,강동구,0.38,6.6,5.64,0.38,7.47,6.08,0.16,0.24,0.18,18.12,16.32,6.45,4.89,3.53,4.86,-0.22,-0.14,-0.2,1.97,4.62,2.95,31.76,20.72,29.03,-0.19,13.63,27.17,0.19,4.24,25542
2017년 4월 4주,17,강동구,0.37,6.87,5.94,0.3,4.86,5.72,0.43,0.27,0.23,42.11,32.86,31.78,5.46,3.15,4.38,0.13,-0.03,-0.07,6.99,4.68,4.23,36.24,20.74,32.13,0.01,35.58,29.7,0.23,4.33,27576
2017년 5월 1주,18,강동구,0.38,6.33,6.64,0.35,6.77,6.1,0.35,0.15,0.27,50,23.46,30.43,5.94,3.07,4.15,0,-0.2,-0.08,6.95,2.77,5.58,38.07,20.83,31.07,-0.09,34.63,29.99,0.21,4.83,27015
2017년 5월 2주,19,강동구,0.36,5.26,6.26,0.35,6.32,6.36,0.41,0.15,0.34,63.52,15.56,34.78,5.79,3.64,5.03,0.06,-0.2,-0.01,7.25,2.49,7.36,43.44,22.05,25.86,-0.05,37.95,30.45,0.22,5.01,24803
2017년 5월 3주,20,강동구,0.3,4.23,5.67,0.45,9.83,6.94,0.29,0.22,0.32,0,8.83,16.92,6.52,3.32,6.07,-0.16,-0.23,-0.13,4.87,3.35,7.13,38.91,20.18,28.48,-0.17,8.59,29.19,0.19,4.73,19881
2017년 5월 4주,21,강동구,0.37,6.23,5.51,0.43,8.87,7.95,0.53,0.24,0.31,50.86,15.11,8.57,7.62,3.02,6.69,0.1,-0.19,-0.12,11.4,3.45,6.68,41.1,15.74,22.67,-0.07,24.85,26.51,0.24,4.99,22368
2017년 5월 5주,22,강동구,0.37,5.19,5.23,0.4,8.55,8.39,0.35,0.28,0.19,32.74,40.37,12,7.36,3.68,6.38,-0.05,-0.12,-0.21,5.92,5.43,4.33,36.78,19.97,18.07,-0.13,28.37,24.94,0.21,4.68,23804
2017년 6월 1주,23,강동구,0.32,4.01,4.91,0.28,4.96,8.05,0.2,0.22,0.12,54.92,26.52,3.7,6.53,4.02,4.92,-0.08,-0.06,-0.16,3.92,3.85,1.52,34.63,22.71,10.3,-0.1,28.38,22.55,0.17,4.34,27628
2017년 6월 2주,24,강동구,0.33,4.07,4.87,0.29,5.12,6.88,0.23,0.35,0.21,33.04,42.49,37.59,6.19,4.48,3.97,-0.06,0.06,-0.08,3.53,5.19,3.35,42.89,31.12,15.46,-0.03,37.71,29.83,0.2,4.28,28473
2017년 6월 3주,25,강동구,0.34,4.95,4.55,0.29,5.63,6.07,0.33,0.15,0.25,33.55,19.12,29.27,4.75,4.22,3.52,0.04,-0.14,-0.04,5.63,2.42,4.89,38.56,32.12,20.64,-0.05,27.31,30.44,0.19,3.59,21618
2017년 6월 4주,26,강동구,0.37,5.41,4.61,0.27,4.95,5.17,0.24,0.13,0.2,38.46,17.87,23.53,4.14,3.42,3.15,-0.03,-0.14,-0.07,3.48,2.23,2.85,39.99,26.5,23.52,-0.08,26.62,30.01,0.19,3.36,24153
2017년 7월 1주,27,강동구,0.41,6.23,5.16,0.32,5.59,5.32,0.31,0.04,0.23,42.42,14.58,14.84,4.54,2.61,3.84,-0.01,-0.28,-0.09,5.51,0.61,4.25,36.87,23.51,26.31,-0.13,23.95,28.9,0.2,3.57,23779
2017년 7월 2주,28,강동구,0.37,6.38,5.74,0.39,7.21,5.85,0.46,0.26,0.21,42.11,13.66,12.03,5.62,2.28,3.97,0.07,-0.13,-0.18,7.88,3.86,3.9,39.14,16.31,19.92,-0.08,22.6,25.12,0.23,3.92,23430
2017년 7월 3주,29,강동구,0.33,3.63,5.41,0.44,8.72,6.62,0.49,0.2,0.18,51.11,21.2,4.69,6.5,2.58,3.52,0.05,-0.24,-0.26,9.15,3.6,3.09,43.52,16.83,13.77,-0.15,25.67,24.71,0.21,4.13,20900
2017년 7월 4주,30,강동구,0.35,5.26,5.37,0.31,5.36,6.72,0.32,0.33,0.21,63.16,30.29,15.73,7.03,3.4,3.8,0.01,0.02,-0.1,5.6,5.52,3.94,49.7,19.93,11.82,-0.02,36.39,27.15,0.21,4.42,25276
2017년 7월 5주,31,강동구,0.4,6.95,5.55,0.37,7.78,7.27,0.22,0.14,0.21,15.76,16.02,15.13,6.57,3.9,3.48,-0.15,-0.23,-0.16,3.64,2.63,2.99,43.03,20.29,11.89,-0.18,15.64,25.08,0.2,4.38,24361
2017년 8월 1주,32,강동구,0.35,4.96,5.2,0.29,6.01,6.97,0.31,0.14,0.31,47.01,28.74,67.95,6.08,3.49,4.04,0.02,-0.15,0.02,5.92,2.2,6.13,44.26,24.06,25.87,-0.04,47.9,31.4,0.2,4.17,23882
2017년 8월 2주,33,강동구,0.32,4.09,5.32,0.28,5.76,6.23,0.23,0.47,0.18,40.74,40.58,29.14,4.79,4.66,4,-0.05,0.19,-0.1,4,8.3,2.92,41.67,28.91,31.99,0.01,36.82,34.19,0.2,4.05,21508
2017년 8월 3주,34,강동구,0.35,5.35,5.34,0.37,7.66,6.8,0.39,0.22,0.38,46.26,24.89,28,5.24,4.23,4.84,0.02,-0.15,0.01,7.39,3.78,7.31,37.44,27.56,35.05,-0.04,33.05,33.35,0.23,4.03,27126
2017년 8월 4주,35,강동구,0.3,3.59,4.5,0.37,6.83,6.57,0.34,0.32,0.31,40.21,31.08,34.04,5.92,5.07,5.69,-0.03,-0.05,-0.06,6.38,6,6.39,43.55,31.32,39.78,-0.05,35.11,38.22,0.21,4.23,26678
2017년 9월 1주,36,강동구,0.34,4.67,4.43,0.24,4.78,6.26,0.15,0.15,0.11,37.5,19.88,16.67,5.16,5.22,4.77,-0.09,-0.09,-0.13,2.87,2.81,2.44,41.18,29.11,26.96,-0.1,24.68,32.42,0.16,4.12,23426
2017년 9월 2주,37,강동구,0.3,3.39,4.25,0.28,4.98,6.06,0.34,0.2,0.18,48.57,29.32,21.43,5.73,3.88,4.82,0.06,-0.08,-0.1,6.29,2.94,3.12,43.13,26.29,25.03,-0.04,33.11,31.49,0.18,3.72,21166
2017년 9월 3주,38,강동구,0.31,4.1,3.94,0.28,5.32,5.48,0.42,0.21,0.25,41.04,24.54,30,5.68,3.65,4.13,0.14,-0.07,-0.03,7.17,2.85,4.56,41.83,26.2,25.53,0.01,31.86,31.19,0.2,3.62,34941
2017년 9월 4주,39,강동구,0.28,2.36,3.63,0.33,6.98,5.52,0.34,0.32,0.31,29.03,17.68,23.76,5.73,3.34,4,0.01,-0.01,-0.02,6.6,4.74,5.86,39.03,22.85,22.96,-0.01,23.49,28.29,0.2,3.61,25160
2017년 10월 1주,40,강동구,0.35,6.05,3.98,0.25,4.52,5.45,0.2,0.03,0.11,35.2,29.74,23.64,5.84,2.63,3.84,-0.05,-0.22,-0.14,3.31,0,1.83,38.46,25.32,24.71,-0.14,29.53,29.5,0.15,3.58,25227
2017년 10월 2주,41,강동구,0.34,4.97,4.37,0.25,4.77,5.4,0.42,0.19,0.15,54.04,34.42,18.37,6.11,2.69,3.61,0.17,-0.06,-0.1,7.36,3.17,2.17,39.83,26.6,23.94,0,35.61,30.12,0.2,4.01,24123
2017년 10월 3주,42,강동구,0.33,4.33,4.43,0.25,4.36,5.16,0.24,0.17,0.45,36.81,27.34,60.87,5.2,2.57,4.64,-0.01,-0.08,0.2,3.52,2.37,8.69,38.77,27.3,31.66,0.04,41.67,32.58,0.21,4.03,26748
2017년 10월 4주,43,강동구,0.32,4.01,4.84,0.44,9.61,5.82,0.45,0.33,0.36,49.54,28.23,48.5,5.76,2.89,4.68,0.01,-0.11,-0.08,8.86,6.01,6.03,43.9,29.93,37.84,-0.06,42.09,37.23,0.23,4.25,25518
2017년 10월 5주,44,강동구,0.35,5.32,4.66,0.28,4.74,5.87,0.13,0.25,0.18,42.37,30.27,31.4,5.17,3.85,4.9,-0.15,-0.03,-0.1,0.95,3.83,2.7,45.69,30.06,39.78,-0.09,34.68,38.51,0.18,4.21,25517
2017년 11월 1주,45,강동구,0.36,4.48,4.54,0.39,6.62,6.33,0.47,0.2,0.37,39.2,19.83,29.92,5.37,3.76,5.86,0.08,-0.19,-0.02,8.14,2.83,6.03,41.98,26.42,42.67,-0.04,29.65,37.02,0.24,4.51,23598
2017년 11월 2주,46,강동구,0.3,2.63,4.11,0.34,5.68,6.66,0.25,0.68,0.22,29.84,37.5,29.55,5.56,6.04,4.88,-0.09,0.34,-0.12,4.29,11.5,4.75,40.24,28.96,34.84,0.04,32.29,34.68,0.23,4.73,29181
2017년 11월 3주,47,강동구,0.32,3.34,3.94,0.34,6.88,5.98,0.3,0.09,0.33,40.83,23.39,24.42,4.86,4.96,5.03,-0.04,-0.25,-0.01,6.05,1.69,6.62,38.06,27.75,28.82,-0.1,29.55,31.54,0.19,4.39,24011
2017년 11월 4주,48,강동구,0.33,4.79,3.81,0.29,5.05,6.06,0.22,0.19,0.1,44.68,32.89,11.57,5.3,4.79,4.8,-0.07,-0.1,-0.19,2.71,3.14,1.8,38.64,28.4,23.86,-0.12,29.71,30.3,0.17,4.39,29436
2017년 12월 1주,49,강동구,0.32,3.64,3.6,0.27,4.15,5.44,0.25,0.06,0.15,21.9,18.16,24.78,4.23,4.23,3.95,-0.02,-0.21,-0.12,3.86,0.58,2.61,34.31,27.99,22.58,-0.12,21.61,28.29,0.16,3.54,26647
2017년 12월 2주,50,강동구,0.38,5.9,4.42,0.36,6.12,5.55,0.28,0.58,0.25,25,43.36,18.8,4.24,3.86,4.05,-0.08,0.22,-0.11,4.34,10.04,5.15,33.1,29.45,19.89,0.01,29.06,27.48,0.25,3.85,27698
2017년 12월 3주,51,강동구,0.33,4.59,4.73,0.32,5.58,5.23,0.09,0.46,0.22,0,31.15,14.1,3.11,5.47,3.31,-0.23,0.14,-0.1,1.55,8.1,3.68,22.89,31.39,17.31,-0.06,15.08,23.87,0.2,4.13,43135
2017년 12월 4주,52,강동구,0.34,4.82,4.74,0.39,6.72,5.64,0.32,0.59,0.35,30.91,46.76,23.29,3.79,7.69,4.55,-0.07,0.2,-0.04,5.42,12.03,6.74,19.45,34.86,20.24,0.03,33.65,24.85,0.25,5.09,32790
