DATE,WEEK,REGION,USE_FREQ,INDEX_FREQ_MINMAX,MA_INDEX_FREQ_MINMAX,BUZZ_FREQ,INDEX_BUZZ_FREQ_MINMAX,MA_INDEX_BUZZ_FREQ_MINMAX,TRACTION_A,TRACTION_B,TRACTION_C,INDEX_TRACTION_A_MINMAX,INDEX_TRACTION_B_MINMAX,INDEX_TRACTION_C_MINMAX,MA_INDEX_TRACTION_A_MINMAX,MA_INDEX_TRACTION_B_MINMAX,MA_INDEX_TRACTION_C_MINMAX,ATTRACTION_A,ATTRACTION_B,ATTRACTION_C,ATTRACTION_A_MINMAX,ATTRACTION_B_MINMAX,ATTRACTION_C_MINMAX,MA_ATTRACTION_A_MINMAX,MA_ATTRACTION_B_MINMAX,MA_ATTRACTION_C_MINMAX,AVG_ATTRACTION,AVG_ATTRACTION_MINMAX,MA_AVG_ATTRACTION_MINMAX,INDEX,MA_INDEX,UNIT_PRICE
2017년 12월 2주,50,금천구,0.3,3.87,3.51,0.01,0,0.1,0,0,0,29.81,52.26,28.47,0.64,0.61,0.66,-0.01,-0.01,-0.01,0,0,0,44.25,42.34,28.23,-0.01,36.85,38.27,0.1,1.15,5796
2017년 12월 3주,51,금천구,0.29,3.8,3.69,0.03,0,0.1,0,0,0,42.48,19.73,20.13,0.64,0.5,0.48,-0.03,-0.03,-0.03,0,0,0,43.48,37.41,27.01,-0.03,27.45,35.97,0.1,1.1,6957
2017년 12월 4주,52,금천구,0.26,2.83,3.74,0.05,0,0.05,0.02,0.09,0.05,42.16,50.7,48.84,0.15,0.41,0.23,-0.03,0.04,0,0,1.63,0.56,45.52,37.34,30.53,0,47.23,37.79,0.1,0.91,6140
2018년 1월 1주,53,금천구,0.29,3.26,3.44,0.03,0,0,0,0,0.02,26.55,45.38,41.71,0,0.41,0.14,-0.03,-0.03,-0.01,0,0,0,35.25,42.02,34.79,-0.02,37.88,37.35,0.1,0.71,6433
2018년 1월 2주,54,금천구,0.25,1.45,2.83,0.03,0,0,0,0.02,0.01,58.85,41.6,50.79,0,0.41,0.14,-0.03,-0.01,-0.02,0,0,0,42.51,39.35,40.37,-0.02,50.42,40.74,0.09,0.58,5832
2018년 1월 3주,55,금천구,0.22,1.47,2.25,0.05,0,0,0,0,0.06,35.29,56.97,47.96,0,0.41,0.32,-0.05,-0.05,0.01,0,0,0.7,40.71,48.66,47.33,-0.03,46.74,45.57,0.08,0.53,6282
2018년 1월 4주,56,금천구,0.31,3.03,2.3,0.05,0,0,0,0,0.05,55.26,37.01,40.87,0,0,0.38,-0.05,-0.05,0,0,0,0.8,43.99,45.24,45.33,-0.03,44.38,44.85,0.11,0.59,6037
2018년 1월 5주,57,금천구,0.29,3.87,2.45,0.03,0,0,0.02,0.02,0,30.77,24.49,28.34,0.1,0.08,0.38,-0.01,-0.01,-0.03,0.41,0.3,0,45.04,40.02,41.99,-0.02,27.87,42.35,0.1,0.77,6661
2018년 2월 1주,58,금천구,0.31,3.94,3.08,0.04,0,0,0,0.02,0.05,40,30.35,42.11,0.1,0.15,0.46,-0.04,-0.02,0.01,0,0.31,0.36,40.33,37.2,39.82,-0.02,37.48,39.12,0.11,1.07,6254
2018년 2월 2주,59,금천구,0.3,2.57,3.35,0.05,0,0,0.1,0,0.03,50.79,36.54,43.65,0.37,0.15,0.29,0.05,-0.05,-0.02,1.05,0,0,44.21,32.1,38.74,-0.01,43.66,38.35,0.11,0.99,8084
2018년 2월 3주,60,금천구,0.35,5.09,3.87,0.07,0,0,0,0,0.08,49.68,46.77,41.4,0.37,0.15,0.3,-0.07,-0.07,0.01,0,0,0.85,42.81,34.54,38.88,-0.04,45.95,38.74,0.13,1.01,6592
2018년 2월 4주,61,금천구,0.26,2.33,3.48,0.05,0,0,0.09,0.11,0.06,50.42,29.47,26.98,0.49,0.38,0.52,0.04,0.06,0.01,0.9,1.22,0.88,47.72,35.78,38.54,0.04,35.62,40.68,0.12,0.97,5678
2018년 3월 1주,62,금천구,0.32,4.33,3.58,0.04,0,0,0.04,0.05,0.03,35.38,41.28,45.6,0.49,0.43,0.43,0,0.01,-0.01,0,0.51,0,46.57,38.51,39.41,0,40.75,41.49,0.12,0.79,5623
2018년 3월 2주,63,금천구,0.32,3.36,3.78,0.05,0,0,0.06,0.07,0.06,23.65,28.33,32.62,0.32,0.69,0.56,0.01,0.02,0.01,0.36,1.02,0.52,39.78,36.46,36.65,0.01,28.2,37.63,0.13,0.95,6135
2018년 3월 3주,64,금천구,0.3,2.63,3.16,0.03,0,0,0.06,0,0,58.33,35.94,49.02,0.5,0.69,0.35,0.03,-0.03,-0.03,0.74,0,0,41.95,33.75,38.56,-0.01,47.76,38.08,0.11,0.79,7016
2018년 3월 4주,65,금천구,0.32,3.99,3.58,0.04,0,0,0.05,0.07,0.03,30.7,48.09,42.37,0.42,0.5,0.13,0.01,0.03,-0.01,0.59,0.48,0,37.02,38.41,42.4,0.01,40.39,39.27,0.12,0.85,5857
2018년 4월 1주,66,금천구,0.35,6,3.99,0.11,0.89,0.22,0.41,0,0.19,71.68,15.74,33.06,2.38,0.38,0.82,0.3,-0.11,0.08,7.82,0,2.78,46.09,32.02,39.27,0.09,40.16,39.13,0.18,1.68,5365
2018년 4월 2주,67,금천구,0.33,3.57,4.05,0.04,0,0.22,0.04,0,0,37.5,23.99,35.85,2.29,0.12,0.7,0,-0.04,-0.04,0,0,0,49.55,30.94,40.08,-0.03,32.44,40.19,0.11,1.64,5050
2018년 4월 3주,68,금천구,0.31,4.63,4.55,0.01,0,0.22,0.02,0.02,0.01,41.18,46.5,33.33,2.2,0.12,0.7,0.01,0.01,0,0.38,0,0,45.27,33.58,36.15,0.01,40.34,38.33,0.11,1.61,7100
2018년 4월 4주,69,금천구,0.35,5.32,4.88,0.04,0,0.22,0,0,0,52.5,40.67,43.38,2.05,0,0.7,-0.04,-0.04,-0.04,0,0,0,50.72,31.72,36.41,-0.04,45.52,39.61,0.12,1.58,6260
2018년 4월 5주,70,금천구,0.33,3.25,4.19,0.04,0,0,0.08,0.04,0.07,24.41,37,41.56,0.24,0,0.16,0.04,0,0.03,0.57,0,0.63,38.9,37.04,38.53,0.02,34.32,38.15,0.13,0.82,5576
2018년 5월 1주,71,금천구,0.28,3.47,4.17,0.05,0,0,0.03,0,0,47.89,30.26,16.13,0.24,0,0.16,-0.02,-0.05,-0.05,0,0,0,41.5,38.61,33.6,-0.04,31.43,37.9,0.1,0.64,5469
2018년 5월 2주,72,금천구,0.27,0.71,3.19,0.11,0.96,0.24,0.08,0,0.07,48.52,30.77,17.47,0.43,0,0.16,-0.03,-0.11,-0.04,1.13,0,0,43.33,34.67,29.64,-0.06,32.25,35.88,0.11,0.63,6091
2018년 5월 3주,73,금천구,0.29,2.92,2.59,0.05,0,0.24,0,0,0.03,38.03,40.84,37.76,0.43,0,0.16,-0.05,-0.05,-0.02,0,0,0,39.71,34.72,28.23,-0.04,38.87,34.22,0.1,0.29,6285
2018년 5월 4주,74,금천구,0.3,3.33,2.61,0.04,0,0.24,0.01,0.02,0.04,37.5,30.94,36.6,0.33,0,0.04,-0.03,-0.02,0,0.17,0,0.16,42.99,33.2,26.99,-0.02,35.01,34.39,0.11,0.17,5058
2018년 6월 1주,75,금천구,0.27,0.73,1.92,0.05,0,0.24,0.06,0.1,0.03,52.6,60.85,59.57,0.47,0.18,0.04,0.01,0.05,-0.02,0.57,0.71,0,44.16,40.85,37.85,0.01,57.67,40.95,0.11,0.3,6237
2018년 6월 2주,76,금천구,0.23,0,1.74,0.05,0,0,0.05,0.02,0.04,49.07,36.54,38.51,0.19,0.18,0.04,0,-0.03,-0.01,0,0,0,44.3,42.29,43.11,-0.01,41.37,43.23,0.09,0.21,5863
2018년 6월 3주,77,금천구,0.31,2.6,1.66,0.04,0,0,0.07,0.06,0.04,43.59,47.09,34.83,0.41,0.26,0.04,0.03,0.02,0,0.88,0.34,0,45.69,43.85,42.38,0.02,41.84,43.97,0.12,0.5,6698
2018년 6월 4주,78,금천구,0.33,3.87,1.8,0.05,0,0,0.06,0.04,0.03,25.73,41.83,51.09,0.63,0.26,0.09,0.01,-0.01,-0.02,1.07,0,0.37,42.75,46.58,46,-0.01,39.55,45.11,0.12,0.6,6207
2018년 7월 1주,79,금천구,0.31,2.84,2.33,0.06,0,0,0.02,0.14,0.03,38.12,37.97,20.39,0.49,0.43,0.09,-0.04,0.08,-0.03,0,1.39,0,39.13,40.86,36.21,0,32.16,38.73,0.12,0.61,5618
2018년 7월 2주,80,금천구,0.29,2.78,3.02,0.06,0,0,0.01,0.04,0.1,26.17,40.46,31.75,0.49,0.52,0.4,-0.05,-0.02,0.04,0,0.34,1.23,33.4,41.84,34.52,-0.01,32.79,36.58,0.11,0.87,5969
2018년 7월 3주,81,금천구,0.31,3.31,3.2,0.06,0,0,0.04,0,0.03,38,42.41,31.93,0.27,0.43,0.4,-0.02,-0.06,-0.03,0,0,0,32.01,40.67,33.79,-0.04,37.45,35.49,0.11,0.82,5030
2018년 7월 4주,82,금천구,0.28,1.96,2.72,0.06,0.22,0.06,0,0,0.03,57.14,42.46,37.78,0,0.43,0.31,-0.06,-0.06,-0.03,0,0,0,39.86,40.82,30.46,-0.05,45.79,37.05,0.1,0.63,5639
2018년 7월 5주,83,금천구,0.29,2.29,2.58,0.06,0,0.06,0.12,0.06,0,37.4,32.04,25.76,0.42,0.25,0.31,0.06,0,-0.06,1.68,0.66,0,39.68,39.34,31.81,0,31.73,36.94,0.12,0.8,5560
2018년 8월 1주,84,금천구,0.28,3.11,2.67,0.03,0,0.06,0,0,0,19.66,39.39,41.06,0.42,0.17,0,-0.03,-0.03,-0.03,0,0,0,38.05,39.07,34.13,-0.03,33.37,37.08,0.09,0.7,6033
2018년 8월 2주,85,금천구,0.27,2.34,2.42,0.02,0,0.06,0,0.04,0,26.88,29.25,41.26,0.42,0.17,0,-0.02,0.02,-0.02,0,0,0,35.27,35.78,36.47,-0.01,32.46,35.84,0.09,0.46,6036
2018년 8월 3주,86,금천구,0.3,3.18,2.73,0.06,0,0,0.09,0.02,0.01,43.9,31.14,49.17,0.63,0.17,0,0.03,-0.04,-0.05,0.84,0,0,31.96,32.95,39.31,-0.02,41.4,34.74,0.11,0.46,5552
2018년 8월 4주,87,금천구,0.31,3.15,2.94,0.04,0,0,0.02,0.05,0.09,47.66,49.32,63.41,0.21,0.14,0.19,-0.02,0.01,0.05,0,0.54,0.76,34.53,37.27,48.73,0.01,53.46,40.17,0.12,0.38,5080
2018년 9월 1주,88,금천구,0.29,2.84,2.88,0.04,0,0,0.03,0.02,0.01,26.61,48.1,31.43,0.21,0.14,0.19,-0.01,-0.02,-0.03,0,0,0,36.26,39.45,46.32,-0.02,35.38,40.67,0.1,0.42,8047
2018년 9월 2주,89,금천구,0.25,1.56,2.68,0.03,0,0,0.01,0,0.04,21.43,32.13,46.23,0.21,0.14,0.24,-0.02,-0.03,0.01,0,0,0.18,34.9,40.17,47.56,-0.01,33.26,40.87,0.09,0.45,5830
2018년 9월 3주,90,금천구,0.28,2.15,2.42,0.03,0,0,0,0,0,35.9,44.14,54.11,0,0.14,0.24,-0.03,-0.03,-0.03,0,0,0,32.9,43.42,48.8,-0.03,44.72,41.7,0.09,0.45,5908
2018년 9월 4주,91,금천구,0.18,0,1.64,0.03,0,0,0.03,0.02,0,67.23,50.68,67.8,0.05,0,0.04,0,-0.01,-0.03,0.21,0,0,37.79,43.76,49.89,-0.01,61.9,43.81,0.07,0.22,7006
2018년 10월 1주,92,금천구,0.24,2.41,1.53,0.06,0,0,0.08,0.02,0.06,50.91,28.91,34.93,0.05,0,0.04,0.02,-0.04,0,0,0,0,43.87,38.96,50.77,-0.01,38.25,44.53,0.1,0.03,6556
2018년 10월 2주,93,금천구,0.22,2.11,1.67,0.03,0,0,0.03,0.04,0.04,59.81,48.48,36.46,0.05,0,0,0,0.01,0.01,0,0,0,53.46,43.05,48.33,0.01,48.25,48.28,0.09,0,6220
2018년 10월 3주,94,금천구,0.25,1.52,1.51,0.02,0,0,0.04,0.04,0,46.85,53.27,29.88,0.05,0,0,0.02,0.02,-0.02,0,0,0,56.2,45.33,42.27,0.01,43.33,47.93,0.09,0,5085
2018년 10월 4주,95,금천구,0.27,2.97,2.25,0.07,0,0,0.08,0.08,0,48.21,42.02,31.69,0.06,0.4,0,0.01,0.01,-0.07,0.23,1.58,0,51.45,43.17,33.24,-0.02,40.64,42.62,0.11,0.07,5445
2018년 10월 5주,96,금천구,0.28,3.27,2.47,0.03,0,0,0.01,0,0.02,41.25,46.19,54.47,0.1,0.4,0,-0.02,-0.03,-0.01,0.16,0,0,49.03,47.49,38.13,-0.02,47.3,44.88,0.1,0.1,6112
2018년 11월 1주,97,금천구,0.31,3.92,2.92,0.05,0,0,0.12,0.06,0.03,47.65,34.69,38.1,0.1,0.4,0,0.07,0.01,-0.02,0,0,0,45.99,44.04,38.54,0.02,40.15,42.85,0.13,0.25,5571
2018년 11월 2주,98,금천구,0.26,2.39,3.14,0.04,0,0,0.04,0.06,0.06,47.31,32.76,33.82,0.1,0.4,0,0,0.02,0.02,0,0,0,46.11,38.91,39.52,0.01,37.96,41.51,0.1,0.25,5541
2018년 11월 3주,99,금천구,0.34,3.79,3.34,0.03,0,0,0.03,0.02,0.02,37.93,53.68,37.93,0.04,0.1,0,0,-0.01,-0.01,0,0.39,0,43.54,41.83,41.08,-0.01,43.18,42.15,0.12,0.18,5552
2018년 11월 4주,100,금천구,0.32,3.57,3.42,0.04,0,0,0.01,0.04,0.01,34.57,55.22,27.52,0,0.1,0,-0.03,0,-0.03,0,0,0,41.87,44.09,34.34,-0.02,39.1,40.1,0.11,0.34,5398
2018년 12월 1주,101,금천구,0.37,5.8,3.89,0.05,0,0,0.01,0.04,0.01,56.9,53.46,24.39,0,0.1,0,-0.04,-0.01,-0.04,0,0,0,44.18,48.78,30.92,-0.03,44.92,41.29,0.13,0.57,5659
2018년 12월 2주,102,금천구,0.35,5.07,4.56,0.05,0.21,0.05,0.02,0.02,0.1,48.02,56.05,46.15,0,0.1,0.38,-0.03,-0.03,0.05,0,0,1.51,44.36,54.6,34,0,50.08,44.32,0.13,0.86,4620
2018년 12월 3주,103,금천구,0.34,5.16,4.9,0.05,0,0.05,0.03,0.04,0.08,33.33,29.07,21.48,0.04,0,0.57,-0.02,-0.01,0.03,0.17,0,0.79,43.21,48.45,29.89,0,27.96,40.51,0.13,1.34,6037
2018년 12월 4주,104,금천구,0.3,3.55,4.89,0.04,0,0.05,0.07,0.02,0.01,33.64,34.56,50,0.04,0,0.57,0.03,-0.02,-0.03,0,0,0,42.97,43.28,35.51,-0.01,39.4,40.59,0.11,1.34,6714
2018년 12월 5주,105,금천구,0.28,2.73,4.13,0.06,0,0.05,0.06,0.06,0,50.44,40.24,26,0.04,0,0.57,0,0,-0.06,0,0,0,41.36,39.98,35.91,-0.02,38.89,39.08,0.11,1.01,5923
2019년 1월 1주,106,금천구,0.34,4.36,3.95,0.02,0,0,0.06,0,0.03,42.59,31.36,26.06,0.04,0,0.2,0.04,-0.02,0.01,0,0,0,40,33.81,30.89,0.01,33.34,34.9,0.12,1.02,6301
2019년 1월 2주,107,금천구,0.31,3.29,3.48,0.04,0,0,0.03,0.04,0.05,41.43,40.81,58.05,0,0.04,0.24,-0.01,0,0.01,0,0.15,0.95,42.03,36.74,40.03,0,46.76,39.6,0.12,0.87,5543
2019년 1월 3주,108,금천구,0.33,4.88,3.81,0.05,0,0,0.06,0.02,0.01,41.33,35.94,50.6,0,0.04,0.24,0.01,-0.03,-0.04,0,0,0,43.95,37.09,40.18,-0.02,42.63,40.4,0.12,1.03,5783
2019년 1월 4주,109,금천구,0.34,4.36,4.22,0.04,0,0,0.04,0,0.01,54.29,47.31,38.33,0.19,0.04,0.28,0,-0.04,-0.03,0.75,0,0.16,44.91,38.85,43.26,-0.02,46.64,42.34,0.12,1.31,7157
2019년 2월 1주,110,금천구,0.27,1.27,3.45,0.01,0,0,0,0,0,46.83,25.49,36.46,0.19,0.04,0.28,-0.01,-0.01,-0.01,0,0,0,45.97,37.39,45.86,-0.01,36.26,43.07,0.09,1.01,7543
2019년 2월 2주,111,금천구,0.28,2.93,3.36,0.04,0,0,0.06,0.04,0.05,41,35.26,38.78,0.41,0,0.04,0.02,0,0.01,0.89,0,0,45.86,36,41.04,0.01,38.35,40.97,0.11,0.93,5506
2019년 2월 3주,112,금천구,0.28,2.92,2.87,0.06,0,0,0.1,0,0.02,37.93,41.54,35.4,0.59,0,0.04,0.04,-0.06,-0.04,0.73,0,0,45.01,37.4,37.24,-0.02,38.29,39.88,0.11,0.8,5288
2019년 2월 4주,113,금천구,0.29,3.78,2.72,0.03,0,0,0.01,0.07,0.04,44.22,55.15,48.6,0.41,0.14,0,-0.02,0.04,0.01,0,0.55,0,42.5,39.36,39.81,0.01,49.32,40.55,0.11,0.72,5750
2019년 3월 1주,114,금천구,0.34,3.82,3.36,0.06,0.44,0.11,0.08,0.13,0.1,28.74,53.97,46.75,0.81,0.61,0.39,0.02,0.07,0.04,1.6,1.88,1.58,37.97,46.48,42.38,0.04,43.15,42.28,0.15,1.22,5644
2019년 3월 2주,115,금천구,0.3,3.08,3.4,0.11,0,0.11,0.13,0.03,0.06,34.51,44.68,55,0.96,0.61,0.39,0.02,-0.08,-0.05,1.49,0,0,36.35,48.83,46.44,-0.04,44.73,43.87,0.12,0.98,7857
2019년 3월 3주,116,금천구,0.29,3.57,3.56,0.03,0,0.11,0.07,0.03,0,44.83,33.09,70.23,0.98,0.61,0.39,0.04,0,-0.03,0.81,0,0,38.08,46.72,55.15,0,49.38,46.64,0.11,0.76,5022
2019년 3월 4주,117,금천구,0.32,3.88,3.59,0.03,0,0.11,0.01,0.03,0.02,51.35,33.75,39.81,0.98,0.47,0.39,-0.02,0,-0.01,0,0,0,39.86,41.37,52.95,-0.01,41.64,44.72,0.11,0.56,5449
2019년 4월 1주,118,금천구,0.28,2.61,3.28,0.02,0,0,0,0.03,0.01,47.9,32.23,47.7,0.58,0,0,-0.02,0.01,-0.01,0,0,0,44.65,35.94,53.19,-0.01,42.61,44.59,0.1,0.07,5813
2019년 4월 2주,119,금천구,0.27,1.85,2.98,0.11,0.45,0.11,0.11,0.02,0.11,52.03,21.76,50,0.43,0,0.09,0,-0.09,0,0.89,0,0.36,49.03,30.21,51.94,-0.03,41.26,43.72,0.12,0.24,6408
2019년 4월 3주,120,금천구,0.29,2.82,2.79,0.04,0,0.11,0.08,0.03,0.01,52.04,33.93,51.3,0.27,0,0.09,0.04,-0.01,-0.03,0.2,0,0,50.83,30.42,47.2,0,45.76,42.82,0.11,0.41,6208
2019년 4월 4주,121,금천구,0.32,3.12,2.6,0.01,0,0.11,0.03,0,0,52.11,57.14,33.67,0.27,0,0.09,0.02,-0.01,-0.01,0,0,0,51.02,36.26,45.67,0,47.64,44.32,0.11,0.51,6493
2019년 4월 5주,122,금천구,0.26,1.92,2.43,0.04,0,0.11,0.04,0.04,0.02,30.6,35.53,26.88,0.27,0,0.09,0,0,-0.02,0,0,0,46.7,37.09,40.46,-0.01,31,41.41,0.1,0.51,5544
2019년 5월 1주,123,금천구,0.25,1.25,2.28,0.02,0,0,0.05,0.07,0,41.35,45.93,48.06,0.05,0.42,0,0.03,0.05,-0.02,0,1.67,0,44.03,43.13,39.98,0.02,45.11,42.38,0.1,0.34,6300
2019년 5월 2주,124,금천구,0.27,2.19,2.12,0.05,0,0,0.11,0.03,0,39.29,40.79,32.5,0.15,0.42,0,0.06,-0.02,-0.05,0.6,0,0,40.84,44.85,35.28,0,37.53,40.32,0.11,0.17,5978
2019년 5월 3주,125,금천구,0.33,3.09,2.11,0.08,0,0,0.11,0.09,0.08,32.76,36.21,30,0.43,0.66,0.34,0.03,0.01,0,1.11,0.99,1.36,36,39.61,34.36,0.01,32.99,36.66,0.14,0.29,6453
2019년 5월 4주,126,금천구,0.24,1.17,1.92,0.04,0,0,0.06,0,0.05,35.54,23.27,43.48,0.43,0.66,0.34,0.02,-0.04,0.01,0,0,0,37.24,36.55,38.51,0,34.09,37.43,0.09,0.29,5642
2019년 6월 1주,127,금천구,0.26,1.26,1.93,0.09,0,0,0.34,0.08,0,77.34,52.59,26.73,1.85,0.25,0.34,0.25,-0.01,-0.09,5.68,0,0,46.23,38.21,33.18,0.05,52.22,39.21,0.13,0.42,6985
2019년 6월 2주,128,금천구,0.3,3.4,2.23,0.02,0,0,0.03,0.02,0.02,55.61,33.33,42.37,1.75,0.35,0.44,0.01,0,0,0.2,0.39,0.41,50.31,36.35,35.65,0,43.77,40.77,0.11,0.84,5981
2019년 6월 3주,129,금천구,0.29,2.9,2.18,0.04,0,0,0.05,0.04,0,36.03,27.04,23.91,1.47,0.18,0.1,0.01,0,-0.04,0,0.31,0,51.13,34.06,34.12,-0.01,28.99,39.77,0.11,0.55,6009
2019년 6월 4주,130,금천구,0.36,4.83,3.1,0.04,0,0,0.01,0,0.07,40,42.04,23.85,1.47,0.18,0.19,-0.03,-0.04,0.03,0,0,0.34,52.25,38.75,29.22,-0.01,35.29,40.07,0.13,0.92,5849
2019년 7월 1주,131,금천구,0.28,2.2,3.33,0.07,0,0,0,0.02,0,49.57,24.43,20.17,0.05,0.18,0.19,-0.07,-0.05,-0.07,0,0,0,45.3,31.71,27.58,-0.06,31.39,34.86,0.1,0.79,5679
2019년 7월 2주,132,금천구,0.3,3.21,3.28,0.04,0,0,0.06,0.07,0.05,55,30.52,25.86,0,0.37,0.12,0.02,0.03,0.01,0,1.18,0.16,45.15,31.01,23.45,0.02,37.13,33.2,0.12,0.59,6107
2019년 7월 3주,133,금천구,0.32,4.08,3.58,0.05,0,0,0.05,0.02,0.01,38.64,25.64,42.59,0,0.3,0.12,0,-0.03,-0.04,0,0,0,45.8,30.66,28.12,-0.02,35.62,34.86,0.12,0.79,5479
2019년 7월 4주,134,금천구,0.3,3.13,3.16,0.1,0,0,0.13,0.02,0.09,30.77,38.98,37.72,0.33,0.3,0.44,0.03,-0.08,-0.01,1.31,0,1.59,43.5,29.89,31.59,-0.02,35.82,34.99,0.13,0.9,5047
2019년 7월 5주,135,금천구,0.31,4,3.6,0.05,0,0,0.11,0.03,0.01,43.31,22.61,35.83,0.43,0.3,0.44,0.06,-0.02,-0.04,0.4,0,0,41.93,29.44,35.5,0,33.91,35.62,0.12,0.93,5540
2019년 8월 1주,136,금천구,0.31,3.3,3.63,0.05,0,0,0.03,0.03,0.01,47.13,31.72,36.44,0.43,0,0.4,-0.02,-0.02,-0.04,0,0,0,39.96,29.74,38.15,-0.03,38.43,35.94,0.11,0.71,5587
2019년 8월 2주,137,금천구,0.32,3.61,3.51,0.07,0,0,0.06,0.04,0.01,47.28,53.85,53.33,0.58,0.2,0.45,-0.01,-0.03,-0.06,0.61,0.8,0.23,42.12,36.79,40.83,-0.03,51.49,39.91,0.12,0.98,8611
2019년 8월 3주,138,금천구,0.3,2.63,3.38,0.06,0.24,0.06,0.08,0,0.04,30.36,28.47,45.33,0.51,0.2,0.06,0.02,-0.06,-0.02,1.03,0,0,42.02,34.16,42.73,-0.02,34.72,39.64,0.11,0.63,5133
2019년 8월 4주,139,금천구,0.32,3.62,3.29,0.09,0,0.06,0.1,0.2,0.09,53.45,61.54,26.92,0.92,1.1,0.43,0.01,0.11,0,2.03,3.59,1.5,44.56,43.9,40.51,0.04,47.3,42.98,0.15,1.23,5825
2019년 9월 1주,140,금천구,0.3,2.22,3.02,0.01,0,0.06,0.02,0.02,0,54.03,58.09,43.04,0.92,1.1,0.43,0.01,0.01,-0.01,0,0,0,46.28,50.49,42.16,0,51.72,46.31,0.1,1.23,6126
2019년 9월 2주,141,금천구,0.28,0.63,2.28,0.05,0,0.06,0.04,0.04,0.1,40.15,52.85,46.7,0.77,1.08,0.69,-0.01,-0.01,0.05,0,0.74,1.27,44.5,50.24,40.5,0.01,46.56,45.07,0.11,0.76,6782
2019년 9월 3주,142,금천구,0.31,3.62,2.52,0.03,0,0,0.02,0.02,0.05,31.16,39.61,34.11,0.51,1.08,0.69,-0.01,-0.01,0.02,0,0,0,44.7,53.02,37.69,0,34.96,45.13,0.11,0.72,5718
2019년 9월 4주,143,금천구,0.3,2.56,2.26,0.07,0,0,0.08,0.05,0.01,50,48.72,37.62,0.12,0.24,0.32,0.01,-0.02,-0.06,0.47,0.2,0,43.84,49.82,40.37,-0.02,45.45,44.67,0.12,0.09,5019
2019년 9월 5주,144,금천구,0.24,0.29,1.78,0.05,0,0,0.09,0.02,0,49.56,29.89,27.64,0.44,0.24,0.32,0.04,-0.03,-0.05,1.3,0,0,42.72,42.77,36.52,-0.01,35.7,40.67,0.09,0.09,5486
2019년 10월 1주,145,금천구,0.23,0,1.62,0.09,0,0,0.17,0.06,0.13,61.54,44.78,62.71,1.24,0.05,0.12,0.08,-0.03,0.04,3.19,0,0.46,48.07,40.75,40.52,0.03,56.34,43.11,0.12,0.09,6087
2019년 10월 2주,146,금천구,0.3,2.66,1.38,0.02,0,0,0.03,0,0.03,43.3,35.38,62.2,1.24,0.05,0.12,0.01,-0.02,0.01,0,0,0,51.1,39.69,47.54,0,46.96,46.11,0.11,0,5895
2019년 10월 3주,147,금천구,0.29,3.64,1.65,0.05,0,0,0.13,0.02,0.1,30.89,35.66,61.32,1.42,0,0.12,0.08,-0.03,0.05,1.17,0,0,46.32,36.43,53.47,0.03,42.63,45.41,0.12,0,5932
2019년 10월 4주,148,금천구,0.27,2.1,2.1,0.04,0,0,0.04,0.1,0,49.43,35.11,33.33,1.09,0.19,0.12,0,0.06,-0.04,0,0.75,0,46.29,37.73,54.89,0.01,39.29,46.3,0.11,0,5804
2019년 11월 1주,149,금천구,0.27,2.38,2.7,0.07,0,0,0.16,0.02,0.04,47.15,29.65,34.69,0.61,0.19,0,0.09,-0.05,-0.03,1.26,0,0,42.69,33.95,47.89,0,37.17,41.51,0.11,0.28,6439
2019년 11월 2주,150,금천구,0.27,2.96,2.77,0.01,0,0,0.02,0.02,0.03,59.21,47.13,32.63,0.72,0.3,0.15,0.01,0.01,0.02,0.44,0.44,0.61,46.67,36.89,40.49,0.01,46.32,41.35,0.1,0.45,5613
2019년 11월 3주,151,금천구,0.27,2.71,2.54,0.05,0,0,0.03,0.04,0,53.77,41.62,24.47,0.43,0.3,0.15,-0.02,-0.01,-0.05,0,0,0,52.39,38.38,31.28,-0.03,39.95,40.68,0.1,0.45,6265
2019년 11월 4주,152,금천구,0.33,3.42,2.87,0.12,0.48,0.12,0.2,0.08,0.06,44.58,43.75,24.32,1.02,0.3,0.31,0.08,-0.04,-0.06,2.36,0.74,0.63,51.18,40.54,29.03,-0.01,37.55,40.25,0.15,0.89,5752
2019년 12월 1주,153,금천구,0.27,3.55,3.16,0.12,1.42,0.48,0.17,0.04,0.03,56.1,26.44,18.38,1.38,0.38,0.36,0.05,-0.08,-0.09,2.7,0.33,0.19,53.42,39.74,24.95,-0.04,33.64,39.36,0.12,1.02,5617
2019년 12월 2주,154,금천구,0.3,3.87,3.39,0.09,0,0.48,0.1,0.02,0.05,35.48,31.14,48.55,1.43,0.27,0.2,0.01,-0.07,-0.04,0.66,0,0,47.48,35.74,28.93,-0.03,38.39,37.38,0.12,1.17,5947
2019년 12월 3주,155,금천구,0.32,3.23,3.52,0.07,0,0.48,0,0.08,0,56.41,39.13,26.98,1.43,0.46,0.2,-0.07,0.01,-0.07,0,0.77,0,48.14,35.12,29.56,-0.04,40.84,37.6,0.12,1.27,5614
2019년 12월 4주,156,금천구,0.25,1.71,3.09,0.03,0,0.36,0.03,0.06,0,50.86,39.13,41.18,0.95,0.37,0.05,0,0.03,-0.03,0.45,0.39,0,49.71,33.96,33.77,0,43.72,39.15,0.09,0.89,7053
