상권_코드,리뷰_수,평균_별점,사장님_댓글_비율,맛있다_비율,친절_비율,분위기_비율,싸다_비율,비싸다_비율,F_제품_단가,D_제품_단가,맛_매력도_pca,SNS_언급량_pca,입소문_포토제닉_pca
1000024,129.0,4.213178294573644,0.0387596899224806,0.9971079030809354,0.6769081187809156,3.571983256645246,2.4022606417192653,2.113322679309382,28156.391025641027,9324.621794871797,-0.614690475310518,6.0837139874445585,-0.628019258725588
1000025,2158.0,4.429332715477294,0.0356811862835959,0.9483531814528966,0.9981101176834446,0.8364876758775783,0.7709122853456438,0.6712792122878543,28156.391025641027,9324.621794871797,-0.614690475310518,6.0837139874445585,-0.628019258725588
1000026,441.0,4.14625850340136,0.1700680272108843,0.9713686623855152,1.093753707962166,1.5188256178582038,1.3314355436381746,1.2121231854115435,28156.391025641027,9324.621794871797,-0.614690475310518,6.0837139874445585,-0.628019258725588
1000027,895.0,4.246927374301676,0.0067039106145251,0.9700912922991336,1.263705883042552,2.19206994141898,0.6013774508555667,1.2363250192923303,28156.391025641027,9324.621794871797,-0.614690475310518,6.0837139874445585,-0.628019258725588
1000028,5436.0,4.439385577630611,0.0621780721118469,0.9855667564378364,1.0074104823578791,0.7646382082296568,0.9031154724576638,0.8751770217847253,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000029,1915.0,4.434203655352481,0.1169712793733681,0.9601440605902766,0.9249983528406424,0.6127108422733573,0.4343678098631591,0.6894670611870662,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000030,197.0,4.652284263959391,0.0050761421319796,1.0376899778165538,0.8231870305986915,1.5191536933777756,0.5795461820658553,1.573791209972409,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000031,160.0,4.00625,0.0,0.9833642841043176,0.3638381138447421,0.4156573299936413,0.3058141014293932,0.9354560683413586,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000032,1331.0,4.401577761081893,0.0,0.9836501034874584,0.9153553062703398,1.1349492835717758,0.5391763771757898,0.8795315185864874,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000033,1750.0,4.267714285714286,0.0348571428571428,0.9929210673450396,0.8149973750122224,0.6840532059323926,0.9413249293521896,1.1301836580777231,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000034,640.0,4.3421875,0.0,0.9725975218695988,0.974566376369845,0.8684269215938578,0.9429268127406292,0.8769900640700238,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000035,1316.0,4.534574468085107,0.047112462006079,1.0437323309198536,1.804182049547093,2.223577206045012,1.1154313729947474,1.571956137421215,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000036,1498.0,4.552736982643525,0.0213618157543391,1.0188893287007597,1.5461211475225738,1.6711914011569635,0.7512656163285495,1.081225209641166,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000037,28.0,4.910714285714286,0.0,1.1074384012853629,2.22758028884536,3.562777114231212,0.0,1.3363658119162267,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000038,1014.0,4.537475345167653,0.0463510848126232,1.0204710346857746,1.0497893169259396,0.5762282512168824,0.6916505647055311,1.2019384817234702,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000039,11775.0,4.403099787685775,0.1560934182590233,1.0017645512270346,1.1508628819120554,1.0828018428417916,0.9862234234914786,1.1190290365599995,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000040,7198.0,4.473534315087524,0.0548763545429285,1.0181007290134771,1.295161435700253,1.4525650511110304,1.0491205257890828,1.1986076245806,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000041,1191.0,4.366918555835432,0.0008396305625524,0.9392063961145136,1.050884224706896,1.052978626540207,1.164027925955709,0.8572489339244308,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000042,646.0,4.438854489164087,0.0030959752321981,1.027564676436321,0.7337911539725892,0.6544626690744642,1.2623905115764429,0.9433170437055718,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000043,58.0,4.379310344827586,0.0,0.930644275920522,0.9319991093559896,1.8018642876571644,6.186584120870484,1.6589368699649711,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000044,886.0,4.373589164785553,0.0,1.0279057880670597,0.7743732832554976,0.396757722277065,0.8283903424723972,0.8808551175610342,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000045,2089.0,4.148396361895644,0.028721876495931,0.9895731685332748,0.9952488924153516,0.9618986560202984,0.5621475105260269,1.0158683146591516,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000046,2344.0,4.321672354948806,0.0311433447098976,0.9838297414022918,0.8568201315797682,1.1713795062716954,1.148107548028439,1.0649877716124194,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000047,5937.0,4.4276570658581775,0.1032508000673741,0.9884795691545782,0.986833951552716,1.072973804993331,0.8983321423157518,0.9435818567547284,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000048,8823.0,4.4000340020401225,0.0482828969738184,0.9893917835487268,1.0113781736834788,1.0612012077750907,0.9649625505830566,0.9542224430547692,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000049,96.0,4.677083333333333,0.0104166666666666,1.0886392926215682,1.169479651643814,1.2370753868858375,0.3397934460326591,1.6704572648952831,27606.53205128205,7766.423076923077,-0.17116948282870054,1.422479414977753,-0.01844906571211677
1000050,1134.0,4.521604938271605,0.2707231040564374,0.999580888951672,1.2760459926225272,1.369815539510413,1.5245758848449469,0.8626276669512151,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000051,804.0,4.489427860696518,0.0012437810945273,0.934190713300975,0.972303701532502,0.8744461242225859,1.1157396735400749,0.9640449886957856,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000052,2279.0,4.514260640631856,0.0430013163668275,1.0340627108096765,1.2187995238427267,1.3236000980177385,1.0305626586124357,1.3017692419719276,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000053,1392.0,4.392241379310345,0.0064655172413793,1.019748515104402,0.9529093457838484,1.2456069412781536,0.8436251073914297,1.2173217309696662,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000054,571.0,4.151488616462347,0.0472854640980735,0.9835277025620542,1.099615815672876,1.2895048516190024,1.428203626056711,1.263813552425153,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000055,184.0,4.608695652173913,0.0,0.9924146059827768,0.610163296509816,0.2323550291889921,0.7091341482420713,0.9296457822025924,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000056,117.0,4.696581196581197,0.0085470085470085,0.971769309390005,0.8529538200023258,1.015036214880687,2.09103659097021,0.9137544013102404,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000057,2091.0,4.5212816834050695,0.0033476805356288,0.9265628765806792,1.129521342700354,1.0745694723617811,0.6864120114978252,0.8308347945916282,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000058,1681.0,4.458358120166568,0.1427721594289113,1.0049832082345502,0.8954492884289735,0.808212773880727,0.7665060959880092,0.9221798583122088,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000059,798.0,4.365914786967418,0.1616541353383458,0.9340188725590652,0.713867835255706,0.8214924674417832,0.4292127739359905,0.6363646723410603,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000060,3307.0,4.540066525551859,0.0302388872089507,1.0126681963976225,1.2712094106770375,1.6749110433196626,0.9370777828297104,1.5469030323602404,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000061,1690.0,4.423668639053254,0.1201183431952662,0.9758466631356972,1.3901506970230213,2.6506499555976597,0.8975372444318288,1.3316213179094234,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000062,349.0,4.23352435530086,0.157593123209169,0.9773381879538446,2.025459823286325,1.97364921323219,1.121610457964537,1.2100045746863255,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000063,873.0,4.393470790378007,0.0,0.9998001433690774,0.6382498086099878,1.0882862510060975,2.6716405653701862,1.4266814853447,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000064,513.0,4.420077972709552,0.0038986354775828,0.9648809924707068,0.778133309475806,0.7963582373590232,1.621470479313742,1.1670407090418509,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000065,1011.0,4.41839762611276,0.0227497527200791,0.9405741251932394,0.4441940516629323,0.6014315471435477,0.7259681933041977,0.5128683828125578,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000066,476.0,4.415966386554622,0.0,0.9699133710603832,0.6639062821656758,0.6586646765805602,0.4797083943990483,0.6288780291370478,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000067,2640.0,4.507954545454545,0.0181818181818181,1.0292589675694828,0.9418839483946138,0.9122868671289012,0.6981210800307361,0.8504146075830533,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000068,1584.0,4.629419191919192,0.1565656565656565,1.0070729120555166,1.047412751977288,1.187592371410404,0.7310707475248122,1.0495196149140062,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000069,30.0,4.666666666666667,0.0,1.0336091745330054,1.1088399660030237,1.741802144735259,0.5436695136522547,1.069092649532981,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000070,2016.0,4.534722222222222,0.0014880952380952,1.0350903164277288,1.794439677125429,2.2243793623242487,1.0921932193906905,1.5193206552142815,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
1000071,8487.0,4.40573818781666,0.040650406504065,1.0258553804033246,1.2297580040065346,1.251540729338359,1.083879836337475,1.277948029870637,29732.916666666668,9238.378205128203,-0.11416690962597605,5.299029913337656,0.7560028077935236
